id,line_number,location_name,start_km,end_km,reason,track_number,speed_odd_direction,speed_even_direction,notes,source_region,is_new,regarding_passenger,is_included_in_timetable,is_main_track
16652,1,Warszawa Zachodnia,2.920,3.240,,6,,90,Vd) Linia 3,IZ Warszawa,false,true,true,false
16653,1,Warszawa Zachodnia,2.866,3.260,,2,60,60,Vd) Linia 8,IZ Warszawa,false,true,true,false
16654,1,Koluszki,26.207,26.367,,3,100,100,Vd) Linia 17,IZ Warszawa,false,true,true,false
16655,1,Gomunice - Radomsko,185.150,185.165,przejazd zamknięty w godz. 19.00-7.00,"1, 2",,,,IZ Warszawa,false,true,true,true
16656,2,Siedlce,-0.313,0.660,,4a,80,80,Vd) Linia 31,IZ Warszawa,false,true,true,false
16657,2,Siedlce,0.660,1.968,,4b,80,80,Vd) Linia 31,IZ Warszawa,false,true,true,false
16658,2,Łuków,158.830,158.950,,"3, 5",70,70,Vd) Linia 12,IZ Warszawa,false,true,true,false
16659,2,Łuków,158.950,160.995,,5,80,80,Vd) Linia 12,IZ Warszawa,false,true,true,false
16660,2,Łuków,158.950,161.160,,3,80,80,Vd) Linia 12,IZ Warszawa,false,true,true,false
16661,2,Terespol,207.710,207.720,skanowanie wagonów towarowych,"1, 2",15,15,dot. pociągów towarowych,IZ Warszawa,false,false,true,true
16662,3,Warszawa Zachodnia,2.866,3.260,,2,60,60,Vd) Linia 8,IZ Warszawa,false,true,true,false
16663,3,Ożarów Mazowiecki - Błonie,17.206,17.216,zwiększenie niewłaściwych zachowań użytkowników przejazdu /przejścia,"1, 2",,100,*),IZ Warszawa,false,true,false,true
16664,3,Teresin Niepokalanów - Łowicz Główny,53.150,81.205,"ograniczenie pobierania prądu do 1000A, dotyczy całkowitego poboru","1, 2",,,*),IZ Warszawa,false,true,false,true
16665,3,Łowicz Główny - Żychlin,81.205,106.541,"ograniczenie pobierania prądu do 1000A, dotyczy to całkowitego poboru","1, 2",,,*),IZ Warszawa,false,true,false,true
16666,3,Barłogi,3.587,3.599,,4,40,40,Vd) Linia 737,IZ Warszawa,false,true,true,false
16667,3,Barłogi,-0.544,0.248,,3,60,60,Vd) Linia 809,IZ Warszawa,false,true,true,false
16668,6,Tłuszcz,-0.999,-0.403,,8,40,40,Vd) Linia 29,IZ Warszawa,false,true,true,false
16669,6,Tłuszcz,-0.403,1.657,,8,100,100,Vd) Linia 29,IZ Warszawa,false,true,true,false
16670,6,Małkinia,52.872,52.883,,1,,,,IZ Warszawa,false,true,true,true
16671,6,Łapy,87.634,88.477,,4,60,60,Vd) Linia 36,IZ Warszawa,false,true,true,false
16672,6,Kuźnica Białostocka - Kuźnica Białostocka (gr),236.825,237.125,strefa działania skanera,1,,15,,IZ Warszawa,false,true,true,true
16673,6,Kuźnica Białostocka - Kuźnica Białostocka (gr),238.490,,urządzenia kontroli materiałów promieniotwór- czych,1,8,8,"obok tarczy D1 ""Stój""",IZ Warszawa,false,true,true,true
16674,7,Warszawa Wschodnia,4.248,4.475,,22,60,60,Vd) Linia 448,IZ Warszawa,false,true,true,false
16675,7,Warszawa Wschodnia,4.271,4.470,,23,60,60,Vd) Linia 448,IZ Warszawa,false,true,true,false
16676,7,Warszawa Wawer - Pilawa,13.654,28.872,ograniczenie poboru pądu do 500A w związku z jednostronnym zasilaniem,1,,,*),IZ Warszawa,false,true,false,true
16677,7,Warszawa Wawer - Pilawa,13.654,28.872,ograniczenie poboru pądu do 500A w związku z jednostronnym zasilaniem w kierunku przeciwnym do zasadniczego,2,,,*),IZ Warszawa,false,true,false,true
16678,7,Pilawa,97.350,98.620,,"51, 52",50,50,Vd) Linia 12,IZ Warszawa,false,true,true,false
16679,7,Pilawa,98.620,99.230,,51,60,60,Vd) Linia 12,IZ Warszawa,false,true,true,false
16680,7,Pilawa,98.620,99.249,,52,60,60,Vd) Linia 12,IZ Warszawa,false,true,true,false
16681,7,Pilawa,99.230,100.724,,4,60,60,Vd) Linia 12,IZ Warszawa,false,true,true,false
16682,7,Pilawa,99.249,100.813,,6,60,60,Vd) Linia 12,IZ Warszawa,false,true,true,false
16683,7,Pilawa,54.872,56.335,,54,100,100,Vd) Linia 13,IZ Warszawa,false,true,true,false
16684,8,Warszawa Zachodnia,2.920,3.240,,6,,90,Vd) Linia 3,IZ Warszawa,false,true,true,false
16685,9,Warszawa Praga – Legionowo,16.600,18.184,dojazd do obszaru bez nadzoru ETCS,"1, 2",160,,,IZ Warszawa,false,true,true,true
16686,9,Nasielsk – Świercze podg,64.200,64.735,czujniki SSP,"1, 2",,160,,IZ Warszawa,false,true,true,true
16687,9,Nasielsk – Świercze podg,69.235,70.550,czujniki SSP,"1, 2",160,,,IZ Warszawa,false,true,true,true
16688,10,Legionowo,24.268,25.747,,7,60,60,Vd) Linia 456,IZ Warszawa,false,true,true,false
16689,10,Wieliszew – Radzymin,9.327,9.827,ograniczona widoczność czoła pociągu na przejeździe – przejściu,1,90,,,IZ Warszawa,false,true,true,true
16690,10,Tłuszcz,-0.999,-0.403,,8,40,40,Vd) Linia 29,IZ Warszawa,false,true,true,false
16691,10,Tłuszcz,-0.403,1.657,,8,100,100,Vd) Linia 29,IZ Warszawa,false,true,true,false
16692,12,Mszczonów,25.780,25.830,pogorszenie stanu podtorza - obok osuwiska,1,30,30,,IZ Warszawa,false,true,true,true
16693,12,Tarczyn – Czachówek Zachodni,63.739,63.745,przekroczony iloczyn ruchu na przejeździe,1,50,50,*) Nowe!,IZ Warszawa,true,true,false,true
16694,12,Pilawa,53.871,55.022,,"1, 2",100,100,Vd) Linia 7,IZ Warszawa,false,true,true,false
16695,12,Pilawa,54.872,56.335,,54,100,100,Vd) Linia 13,IZ Warszawa,false,true,true,false
16696,12,Łuków,118.202,119.815,,"201, 202",160,160,Vd) Linia 2,IZ Warszawa,false,true,true,false
16697,12,Łuków,119.815,122.811,,"1, 2",160,160,Vd) Linia 2,IZ Warszawa,false,true,true,false
16698,13,Pilawa,53.871,55.022,,"1, 2",100,100,Vd) Linia 7,IZ Warszawa,false,true,true,false
16699,13,Pilawa,97.350,98.620,,"51, 52",50,50,Vd) Linia 12,IZ Warszawa,false,true,true,false
16700,13,Pilawa,98.620,99.230,,51,60,60,Vd) Linia 12,IZ Warszawa,false,true,true,false
16701,13,Pilawa,98.620,99.249,,52,60,60,Vd) Linia 12,IZ Warszawa,false,true,true,false
16702,13,Pilawa,99.230,100.724,,4,60,60,Vd) Linia 12,IZ Warszawa,false,true,true,false
16703,13,Pilawa,99.249,100.813,,6,60,60,Vd) Linia 12,IZ Warszawa,false,true,true,false
16704,14,Zduńska Wola,4.254,5.131,,4,60,60,Vd) Linia 739,IZ Warszawa,false,true,true,false
16705,15,Zgierz,13.052,14.184,,3,80,80,Vd) Linia nr 16,IZ Warszawa,false,true,true,false
16706,15,Glinnik – Zgierz,51.550,51.950,ograniczona widoczność czoła pociągu na przejeździe,1,70,,,IZ Warszawa,false,true,true,true
16707,15,Łódź Kaliska,68.528,68.672,układ geometryczny toru,6,60,60,,IZ Warszawa,false,true,true,false
16708,16,Łódź Widzew – Zgierz,0.570,0.900,ograniczona widoczność czoła pociągu na przejeździe,1,60,,,IZ Warszawa,false,true,true,true
16709,16,Zgierz,57.166,58.213,,1,120,120,Vd) Linia nr 15,IZ Warszawa,false,true,true,false
16710,19,Warszawa Główna Towarowa – Józefinów,4.803,5.203,brak widoczności obrazów świateł semafora wjazdowego B usytułowanego w łuku,2,40,,dotyczy jazdy w kierunku przeciwnym do zasadniczego,IZ Warszawa,false,true,true,true
16711,21,Warszawa Wileńska Marki – Zielonka,6.600,6.616,brak widoczności czoła pociągu na przejściu,2,20,,,IZ Warszawa,false,true,true,true
16712,25,Łódź Chojny,6.450,6.660,ograniczona widoczność czoła pociągu na przejściu,1,50,,,IZ Warszawa,false,true,true,true
16713,25,Gałkówek,18.644,19.462,,2,150,150,Vd) Linia 17,IZ Warszawa,false,true,true,false
16714,25,Gałkówek,18.644,19.462,,2,100,100,Vd) Linia 17; poc .towarowe,IZ Warszawa,false,false,true,false
16715,25,Gałkówek,18.662,19.462,,1,150,150,Vd) Linia 17,IZ Warszawa,false,true,true,false
16716,25,Gałkówek,18.662,19.462,,1,100,100,Vd) Linia 17; poc. towarowe,IZ Warszawa,false,false,true,false
16717,26,Łuków,118.202,119.815,,"201, 202",160,160,Vd) Linia 2,IZ Warszawa,false,true,true,false
16718,26,Łuków,119.815,122.811,,"1, 2",160,160,Vd) Linia 2,IZ Warszawa,false,true,true,false
16719,26,Łuków,158.830,158.950,,"3, 5",70,70,Vd) Linia 12,IZ Warszawa,false,true,true,false
16720,26,Łuków,158.950,160.995,,5,80,80,Vd) Linia 12,IZ Warszawa,false,true,true,false
16721,26,Łuków,158.950,161.160,,3,80,80,Vd) Linia 12,IZ Warszawa,false,true,true,false
16722,29,Ostrołęka,72.854,73.578,pogorszenie stanu toru,65,20,20,"dotyczy jazd od strony Małkini, Grabowa, Śniadowa",IZ Warszawa,false,true,true,false
16723,29,Ostrołęka,-0.811,0.470,,7,60,60,Vd) Linia 34,IZ Warszawa,false,true,true,false
16724,29,Ostrołęka,0.470,1.767,,1M,60,60,Vd) Linia 34,IZ Warszawa,false,true,true,false
16725,31,Siedlce,91.540,92.000,,"1a, 2a",160,160,Vd) Linia 2,IZ Warszawa,false,true,true,false
16726,31,Siedlce,92.000,93.354,,"1a, 2a",120,120,Vd) Linia 2,IZ Warszawa,false,true,true,false
16727,31,Siedlce,93.354,94.900,,"1b, 2b",120,120,Vd) Linia 2,IZ Warszawa,false,true,true,false
16728,31,Siemiatycze - Nurzec,59.696,60.221,ograniczona widoczność czoła pociągu na przejeździe,"1, 2",,80,,IZ Warszawa,false,true,true,true
16729,31,Siemiatycze - Nurzec,62.229,62.758,ograniczona widoczność czoła pociągu na przejeździe,"1, 2",,80,,IZ Warszawa,false,true,true,true
16730,31,Siemiatycze - Nurzec,64.463,64.859,ograniczona widoczność czoła pociągu na przejeździe,"1, 2",60,,,IZ Warszawa,false,true,true,true
16731,31,Siemiatycze - Nurzec,64.853,65.380,ograniczona widoczność czoła pociągu na przejeździe,"1, 2",,80,,IZ Warszawa,false,true,true,true
16732,31,Siemiatycze - Nurzec,65.150,65.675,ograniczona widoczność czoła pociąg na przejeździe,1,80,,,IZ Warszawa,false,true,true,true
16733,31,Siemiatycze - Nurzec,65.150,65.675,ograniczona widoczność czoła pociągu na przejeździe,2,80,,,IZ Warszawa,false,true,true,true
16734,31,Siemiatycze - Nurzec,65.669,66.260,ograniczona widoczność czoła pociągu na przejeździe,"1, 2",,90,,IZ Warszawa,false,true,true,true
16735,31,Siemiatycze - Nurzec,67.854,68.379,ograniczona widoczność czoła pociągu na przejeździe,"1, 2",80,,,IZ Warszawa,false,true,true,true
16736,31,Siemiatycze - Nurzec,68.373,68.898,ograniczona widoczność czoła pociągu na przejeździe,"1, 2",,80,,IZ Warszawa,false,true,true,true
16737,31,Nurzec - Czeremcha,86.000,90.167,"ewentualna kolizja z dużymi zwierzętami (np. żubr, łoś)",1,,,Jechać ostrożnie,IZ Warszawa,false,true,true,true
16738,31,Nurzec - Czeremcha,86.000,90.939,"ewentualna kolizja z dużymi zwierzętami (np. żubr, łoś)",2,,,jechać ostrożnie,IZ Warszawa,false,true,true,true
16739,31,Czeremcha - Witowo,90.167,102.000,"ewentualna kolizja z dużymi zwierzętami (np. żubr, łoś)",1,,,jechać ostrożnie,IZ Warszawa,false,true,true,true
16740,31,Witowo - Hajnówka,113.284,113.837,ograniczona widoczność czoła pociągu na przejeździe,1,,100,,IZ Warszawa,false,true,true,true
16741,31,Witowo - Hajnówka,113.506,114.059,ograniczona widoczność czoła pociągu na przejeździe,1,100,,,IZ Warszawa,false,true,true,true
16742,31,Witowo - Hajnówka,114.053,114.661,ograniczona widoczność czoła pociągu na przejeździe,1,,110,,IZ Warszawa,false,true,true,true
16743,31,Hajnówka,119.322,120.390,,10,40,40,Vd) Linia 858,IZ Warszawa,false,true,true,false
16744,31,Hajnówka,120.390,121.029,,12,40,40,Vd) Linia 858,IZ Warszawa,false,true,true,false
16745,31,Hajnówka - Narewka,121.719,122.010,ograniczona widoczność czoła pociągu na przejeździe,1,,50,,IZ Warszawa,false,true,true,true
16746,31,Narewka,140.690,140.730,waga wagonowa brak widoczności czoła pociągu na przejeździe,7,20,20,Linia 913,IZ Warszawa,false,true,true,true
16747,31,Narewka,0.710,0.716,,1,,,,IZ Warszawa,false,true,true,true
16748,31,Siemianówka,146.480,146.520,waga wagonowa,3,20,20,,IZ Warszawa,false,true,true,false
16749,31,Siemianówka,146.923,,urządzenia kontroli materiałów promieniotwórczych,2,8,8,"obok tarczy D1 ""Stój""",IZ Warszawa,false,true,true,false
16750,31,Siemianówka - Siemianówka (gr),151.215,151.420,strefa działania skanera,1,15,,,IZ Warszawa,false,true,true,true
16751,31,Siemianówka - Siemianówka (gr),151.410,151.615,strefa działania skanera,1,,15,,IZ Warszawa,false,true,true,true
16752,32,Czeremcha - Gregorowce,10.982,11.422,ograniczona widoczność czoła pociągu na przejeździe,1,,80,,IZ Warszawa,false,true,true,true
16753,32,Gregorowce - Lewki,20.027,20.577,ograniczona widoczność czoła pociągu na przejeździe,1,100,,,IZ Warszawa,false,true,true,true
16754,32,Gregorowce - Lewki,24.391,24.721,ograniczona widoczność czoła pociągu na przejeździe,1,,60,,IZ Warszawa,false,true,true,true
16755,32,Bielsk Podlaski - Strabla,33.020,33.570,ograniczona widoczność czoła pociągu na przejeździe,1,,100,,IZ Warszawa,false,true,true,true
16756,32,Bielsk Podlaski - Strabla,42.382,42.932,ograniczona widoczność czoła pociągu na przejeździe,1,100,,,IZ Warszawa,false,true,true,true
16757,32,Bielsk Podlaski - Strabla,44.552,44.992,ograniczona widoczność czoła pociągu na przejeździe,1,80,,,IZ Warszawa,false,true,true,true
16758,32,Strabla - Lewickie,50.985,51.315,ograniczona widoczność czoła pociągu na przejeździe,1,,60,,IZ Warszawa,false,true,true,true
16759,32,Strabla - Lewickie,53.274,53.714,ograniczona widoczność czoła pociągu na przejeździe,1,,80,,IZ Warszawa,false,true,true,true
16760,32,Strabla - Lewickie,57.204,57.754,ograniczona widoczność czoła pociągu na przejeździe,1,100,,,IZ Warszawa,false,true,true,true
16761,32,Strabla - Lewickie,57.754,58.084,ograniczona widoczność czoła pociągu na przejeździe,1,,60,,IZ Warszawa,false,true,true,true
16762,32,Lewickie - Białystok,66.419,66.969,ograniczona widoczność czoła pociągu na przejeździe,1,,100,,IZ Warszawa,false,true,true,true
16763,32,Lewickie - Białystok,68.095,68.315,ograniczona widoczność czoła pociągu na przejeździe,1,,40,,IZ Warszawa,false,true,true,true
16764,33,Kutno Zachód - Florek,3.225,3.465,brak widoczności czoła pociągu na przejściu,207,40,40,*),IZ Warszawa,false,true,false,true
16765,33,Strzelce Kujawskie - Sierakówek,19.090,19.420,ograniczona widoczność czoła pociągu na przejeździe,1,60,,,IZ Warszawa,false,true,true,true
16766,33,Gostynin - Łąck,31.651,31.984,ograniczona widoczność czoła pociągu na przejeździe,1,60,,,IZ Warszawa,false,true,true,true
16767,33,Gostynin - Łąck,38.028,38.036,przekroczony iloczyn ruchu,1,50,50,*) Nowe!,IZ Warszawa,true,true,false,true
16768,34,Ostrołęka,72.854,73.578,,65,,,,IZ Warszawa,false,true,true,false
16769,34,Ostrołęka,72.425,73.687,,1T,80,80,Vd) Linia 29,IZ Warszawa,false,true,true,false
16770,34,Ostrołęka,73.687,75.047,,3,80,80,Vd) Linia 29,IZ Warszawa,false,true,true,false
16771,34,Ostrołęka - Ostrów Mazowiecka,28.231,28.246,brak widoczności na przejeździe,1,20,20,,IZ Warszawa,false,true,true,true
16772,34,Ostrów Mazowiecka,34.212,34.218,brak widoczności na przejeździe,1,20,20,,IZ Warszawa,false,true,true,true
16773,34,Małkinia,52.872,52.883,brak widoczności na przejeździe,1,20,20,,IZ Warszawa,false,true,true,true
16774,36,Śniadowo - Czarnowo-Undy,28.238,28.568,ograniczona widoczność czoła pociągu na przejeździe,1,,60,,IZ Warszawa,false,true,true,true
16775,36,Czarnowo-Undy - Łapy,58.075,58.085,brak widoczności czoła pociągu na przejeździe,1,20,,,IZ Warszawa,false,true,true,true
16776,36,Czarnowo-Undy - Łapy,70.014,70.856,ograniczona widoczność czoła pociągu na przejeździe,1,,60,,IZ Warszawa,false,true,true,true
16777,36,Czarnowo-Undy - Łapy,76.671,,obsługa przejazdu przez drużynę pociągową,1,,,dot. pociągów obsługujących LPO Sokoły,IZ Warszawa,false,true,true,true
16778,36,Czarnowo-Undy - Łapy,77.108,,obsługa przejazdu przez drużynę pociągową,1,,,dot. pociągów obsługujących LPO Sokoły,IZ Warszawa,false,true,true,true
16779,36,Czarnowo-Undy - Łapy,86.388,86.663,ograniczona widoczność czoła pociągu na przejeździe,1,,50,,IZ Warszawa,false,true,true,true
16780,37,Białystok Fabryczny - Waliły,7.132,,obsługa przejazdu przez drużynę pociągową,1,,,,IZ Warszawa,false,true,true,true
16781,38,Białystok Bacieczki - Knyszyn,14.335,14.796,ograniczona widoczność czoła pociągu na przejeździe,1,80,,,IZ Warszawa,false,true,true,true
16782,38,Białystok Bacieczki - Knyszyn,24.388,24.828,ograniczona widoczność czoła pociągu na przejeździe,1,80,,,IZ Warszawa,false,true,true,true
16783,38,Knyszyn - Mońki,34.501,34.831,ograniczona widoczność czoła pociągu na przejeździe,1,60,,,IZ Warszawa,false,true,true,true
16784,39,Raczki - Papiernia,24.037,24.160,ograniczona widoczność czoła pociągu na przejeździe,1,,30,,IZ Warszawa,false,true,true,true
16785,39,Raczki - Papiernia,24.451,24.505,pogorszenie stanu obiektu,1,30,30,,IZ Warszawa,false,true,true,true
16786,39,Raczki - Papiernia,24.637,24.862,ograniczona widoczność czoła pociągu na przejeździe,1,40,,,IZ Warszawa,false,true,true,true
16787,39,Raczki - Papiernia,35.754,35.976,ograniczona widoczność czoła pociągu na przejeździe,1,40,,,IZ Warszawa,false,true,true,true
16788,39,Raczki - Papiernia,35.969,36.194,ograniczona widoczność czoła pociągu na przejeździe,1,,40,,IZ Warszawa,false,true,true,true
16789,40,Sidra - Dąbrowa Białostocka,30.050,30.438,ograniczona widoczność czoła pociągu na przejeździe,1,70,,,IZ Warszawa,false,true,true,true
16790,40,Sidra - Dąbrowa Białostocka,30.432,30.820,ograniczona widoczność czoła pociągu na przejeździe,1,,70,,IZ Warszawa,false,true,true,true
16791,51,Suwałki,42.615,43.422,,2,60,60,Vd) Linia 39,IZ Warszawa,false,true,true,false
16792,51,Suwałki - Trakiszki,2.056,2.386,ograniczona widoczność czoła pociągu na przejeździe,1,60,,,IZ Warszawa,false,true,true,true
16793,51,Suwałki - Trakiszki,2.386,3.085,ograniczona widoczność czoła pociągu na przejeździe,1,,70,,IZ Warszawa,false,true,true,true
16794,51,Suwałki - Trakiszki,2.386,2.700,ograniczona widoczność czoła pociągu na przejeździe,1,80,,,IZ Warszawa,false,true,true,true
16795,51,Suwałki - Trakiszki,3.472,3.967,ograniczona widoczność czoła pociągu na przejeździe,1,90,,,IZ Warszawa,false,true,true,true
16796,51,Suwałki - Trakiszki,3.967,4.517,ograniczona widoczności czoła pociągu na przejeździe,1,,100,,IZ Warszawa,false,true,true,true
16797,51,Suwałki - Trakiszki,5.594,6.034,ograniczona widoczność czoła pociągu na przejeździe,1,,80,,IZ Warszawa,false,true,true,true
16798,51,Suwałki - Trakiszki,7.251,7.581,ograniczona widoczność czoła pociągu na przejeździe,1,60,,,IZ Warszawa,false,true,true,true
16799,51,Suwałki - Trakiszki,9.764,10.149,ograniczona widoczność czoła pociągu na przejeździe,1,70,,,IZ Warszawa,false,true,true,true
16800,51,Suwałki - Trakiszki,10.149,10.534,ograniczona widoczność czoła pociągu na przejeździe,1,,70,,IZ Warszawa,false,true,true,true
16801,51,Suwałki - Trakiszki,10.440,10.770,ograniczona widoczność czoła pociągu na przejeździe,1,60,,,IZ Warszawa,false,true,true,true
16802,51,Suwałki - Trakiszki,10.770,11.210,ograniczona widoczność czoła pociągu na przejeździe,1,,80,,IZ Warszawa,false,true,true,true
16803,51,Suwałki - Trakiszki,11.989,12.319,ograniczona widoczność czoła pociągu na przejeździe,1,,60,,IZ Warszawa,false,true,true,true
16804,51,Suwałki - Trakiszki,13.271,13.934,ograniczona widoczność czoła pociągu na przejeździe,1,60,,,IZ Warszawa,false,true,true,true
16805,51,Suwałki - Trakiszki,15.260,15.590,ograniczona widoczność czoła pociągu na przejeździe,1,60,,,IZ Warszawa,false,true,true,true
16806,51,Suwałki - Trakiszki,15.590,15.920,ograniczona widoczność czoła pociągu na przejeździe,1,,60,,IZ Warszawa,false,true,true,true
16807,51,Suwałki - Trakiszki,17.577,17.962,ograniczona widoczność czoła pociągu na przejeździe,1,70,,,IZ Warszawa,false,true,true,true
16808,51,Suwałki - Trakiszki,17.962,18.292,ograniczona widoczność czoła pociągu na przejeździe,1,,60,,IZ Warszawa,false,true,true,true
16809,51,Suwałki - Trakiszki,18.738,19.123,ograniczona widoczność czoła pociągu na przejeździe,1,70,,,IZ Warszawa,false,true,true,true
16810,51,Suwałki - Trakiszki,19.123,19.453,ograniczona widoczność czoła pociągu na przejeździe,1,,60,,IZ Warszawa,false,true,true,true
16811,51,Suwałki - Trakiszki,19.748,20.188,ograniczona widoczność czoła pociągu na przejeździe,1,80,,,IZ Warszawa,false,true,true,true
16812,51,Suwałki - Trakiszki,23.691,24.076,ograniczona widoczność czoła pociągu na przejeździe,1,,70,,IZ Warszawa,false,true,true,true
16813,51,Suwałki - Trakiszki,24.416,24.691,ograniczona widoczność czoła pociągu na przejeździe,1,40,,,IZ Warszawa,false,true,true,true
16814,51,Suwałki - Trakiszki,24.685,24.697,brak widoczności czoła pociągu na przejeździe,1,,20,,IZ Warszawa,false,true,true,true
16815,51,Trakiszki - Trakiszki (gr),27.001,27.331,ograniczona widoczność czoła pociągu na przejeździe,1,60,,,IZ Warszawa,false,true,true,true
16816,57,Kuźnica Białostocka (gr) - Kuźnica Białostocka,161.580,,urządzenia kontroli materiałów promieniotwór- czych,1,8,8,"obok tarczy D1 ""Stój""",IZ Warszawa,false,true,true,true
16817,57,Kuźnica Białostocka (gr) - Kuźnica Białostocka,162.968,163.268,strefa działania skanera,1s,15,,,IZ Warszawa,false,true,true,false
16818,59,Siemianówka (gr) - Siemianówka,2.771,2.976,strefa działania skanera,1,15,,,IZ Warszawa,false,true,true,true
16819,59,Siemianówka (gr) - Siemianówka,2.966,3.171,strefa działania skanera,1,,15,,IZ Warszawa,false,true,true,true
16820,59,Siemianówka,7.435,,urządzenia kontroli materiałów promieniotwórczych,101s,8,8,"obok tarczy D1 ""Stój""",IZ Warszawa,false,true,true,false
16821,59,Siemianówka,7.938,7.962,waga wagonowa,101s,20,20,,IZ Warszawa,false,true,true,false
16822,59,Siemianówka - Mikłaszewo,9.519,9.742,ograniczona widoczność czoła pociągu na przejeździe,1,40,,,IZ Warszawa,false,true,true,true
16823,59,Siemianówka - Mikłaszewo,9.736,9.959,ograniczona widoczność czoła pociągu na przejeździe,1,,40,,IZ Warszawa,false,true,true,true
16824,59,Siemianówka - Mikłaszewo,13.721,13.936,ograniczona widoczność czoła pociągu na przejeździe,1,40,,,IZ Warszawa,false,true,true,true
16825,60,Terespol,207.710,207.720,skanowanie wagonów towarowych,1S,15,15,dot. pociągów towarowych,IZ Warszawa,false,false,true,true
16826,131,Zduńska Wola Karsznice,5.976,6.849,,51,60,60,Vd) Linia 542,IZ Warszawa,false,true,true,false
16827,131,Zduńska Wola Karsznice,6.913,7.294,,5,60,60,Vd) Linia 542,IZ Warszawa,false,true,true,false
16828,131,Zduńska Wola Karsznice,-0.258,0.154,,3,60,60,Vd) Linia 739,IZ Warszawa,false,true,true,false
16829,131,Zduńska Wola Karsznice,0.154,1.160,,31,60,60,Vd) Linia 739,IZ Warszawa,false,true,true,false
16830,131,Dionizów - Szadek,173.734,174.127,ograniczona widoczność czoła pociągu na przejeździe,1,60,,,IZ Warszawa,false,true,true,true
16831,131,Dionizów - Szadek,173.924,174.124,ograniczona widoczność czoła pociągu na przejeździe,2,40,,,IZ Warszawa,false,true,true,true
16832,131,Szadek,178.920,179.740,pogorszenie stanu toru,3,20,20,,IZ Warszawa,false,true,true,false
16833,131,Otok,191.200,191.900,pogorszenie stanu toru,3,20,20,,IZ Warszawa,false,true,true,true
16834,131,Otok,192.180,192.280,tymczasowa konstrukcja odciążająca na moście,1,40,40,,IZ Warszawa,false,true,true,true
16835,131,Poddębice - Kłudna,210.588,211.111,ograniczona widoczność czoła pociągu na przejeździe,"1, 2",,80,,IZ Warszawa,false,true,true,true
16836,131,Kłudna - Kraski,216.874,217.461,ograniczona widoczność czoła pociągu na przejeździe,1,90,,,IZ Warszawa,false,true,true,true
16837,131,Kłudna - Kraski,217.004,217.459,ograniczona widoczność czoła pociągu na przejeździe,2,70,,,IZ Warszawa,false,true,true,true
16838,131,Kraski - Dąbie n/Nerem,224.600,225.188,brak widoczności czoła pociągu na przejeździe,2,90,,,IZ Warszawa,false,true,true,true
16839,448,Warszawa Zachodnia - Warszawa Wschodnia,-1.300,,brak wskaźnika W16 dla p.o. Warszawa Ochota,3,,,,IZ Warszawa,false,true,true,true
16840,448,Warszawa Zachodnia - Warszawa Wschodnia,-1.035,-0.800,"brak skrajni budowli, na całej długości peronu p.o. Warszawa Ochota","3S, 4S",,,zakaz otwierania drzwi bocznych dla EZT w czasie jazdy,IZ Warszawa,false,true,true,false
16841,448,Warszawa Zachodnia - Warszawa Wschodnia,-0.500,,brak wskaźnika W16 dla p.o. Warszawa Ochota,4,,,,IZ Warszawa,false,true,true,true
16842,448,Warszawa Zachodnia - Warszawa Wschodnia,-0.100,,brak wskaźnika W16 dla p.o. Warszawa Śródmieście,3,,,,IZ Warszawa,false,true,true,true
16843,448,Warszawa Zachodnia - Warszawa Wschodnia,0.196,0.440,na całej długości peronu p.o. Warszawa Śródmieście,"3, 4",,,"wyłączyć reflektor górny, reflektory dolne powinny być w pozycji świateł przyciemnio- nych",IZ Warszawa,false,true,true,true
16844,448,Warszawa Zachodnia - Warszawa Wschodnia,0.700,,brak wskaźnika W16 dla p.o. Warszawa Śródmieście,4,,,,IZ Warszawa,false,true,true,true
16845,448,Warszawa Zachodnia - Warszawa Wschodnia,1.400,,brak wskaźnika W16 dla p.o. Warszawa Powiśle,3,,,,IZ Warszawa,false,true,true,true
16846,448,Warszawa Zachodnia - Warszawa Wschodnia,2.100,,brak wskaźnika W16 dla p.o. Warszawa Powiśle,4,,,,IZ Warszawa,false,true,true,true
16847,448,Warszawa Zachodnia - Warszawa Wschodnia,2.570,,brak wskaźnika W16 dla p.o. Warszawa Stadion,4,,,,IZ Warszawa,false,true,true,true
16848,448,Warszawa Wschodnia,3.790,,brak wskaźnika W16 dla p.o. Warszawa Stadion,"3S, 4S",,,,IZ Warszawa,false,true,true,false
16849,448,Warszawa Wschodnia,4.247,4.480,,20,60,60,Vd) Linia 7,IZ Warszawa,false,true,true,false
16850,448,Warszawa Wschodnia,4.273,4.477,,21,60,60,Vd) Linia 7,IZ Warszawa,false,true,true,false
16851,449,Warszawa Rembertów - Zielonka,15.250,16.000,urządzenie SSP nie dostosowane do prędkości 160km/h,1,100,,dotyczy czoła pociągu,IZ Warszawa,false,true,true,true
16852,506,Warszawa Wschodnia Towarowa - Warszawa Wawer,6.787,13.654,ograniczenie poboru prądu do 500A w związku z jednostronnym zasilaniem,"3W, 4W",,,*),IZ Warszawa,false,true,false,true
16853,517,Las Suwalski,91.830,,,"9,",,,,IZ Warszawa,false,true,true,false
16854,533,Łowicz Główny,0.691,0.924,ograniczona widoczność czoła pociągu na przejeździe,203c,40,,,IZ Warszawa,false,true,true,true
