stop_id,difficulty_id,location
1368386,148,Gniezno - Pierzyska
1368412,148,Gniezno - Pierzyska
1368555,148,Gniezno - Pierzyska
1368696,148,Gniezno - Pierzyska
1368711,148,Gniezno - Pierzyska
1368744,148,Gniezno - Pierzyska
1368758,148,Gniezno - Pierzyska
1368772,148,Gniezno - Pierzyska
1368793,148,Gniezno - Pierzyska
1370217,146,Poronin
1370218,146,Poronin
1370220,146,Skawa
1370222,142,
1370223,146,Kraków Główny
1370224,146,Kraków Główny
1370364,30,Gdańsk Wrzeszcz
1370365,30,Gdańsk Wrzeszcz
1370368,142,
1370371,142,
1370372,142,Ciechanów
1370373,142,Ciechanów
1370375,142,Warszawa Wschodnia
1370376,142,Warszawa Wschodnia
1370592,147,Wrocław Główny
1370873,30,
1370874,30,
1371162,147,
1371290,166,
1372038,148,Gniezno - Pierzyska
1372053,148,Gniezno - Pierzyska
1372126,148,Gniezno - Pierzyska
1372143,148,Gniezno - Pierzyska
1372176,148,Gniezno - Pierzyska
1372193,148,Gniezno - Pierzyska
1372226,148,Gniezno - Pierzyska
1372243,148,Gniezno - Pierzyska
1372338,149,Warszawa Wschodnia
1372507,30,Gdynia Główna
1372508,30,Gdynia Główna
1372586,140,
1372619,142,Warszawa Centralna
1372620,142,Warszawa Wschodnia
1372665,143,Warszawa Zachodnia
1372666,160,
1372778,32,
1372781,148,Warszawa Zachodnia
1372782,142,
1372791,160,Kozłów
1372792,160,
1372793,160,
1372794,160,
1372808,148,
1372822,141,Łączna
1372834,142,Starachowice Wschodnie
1372835,142,Starachowice Wschodnie
1372837,142,
1372845,142,
1372855,142,Starachowice Wschodnie
1372857,142,
1372858,142,
1372875,30,
1372877,144,
1372896,148,
1372921,30,
1372930,30,
1372934,142,Białystok
1372946,143,
1372965,148,
1372979,144,Grodzisk Mazowiecki
1372984,142,Tychy
1372989,148,
1372992,148,Warszawa Praga WPT p
1373002,149,Warszawa Wschodnia
1373019,146,Warszawa Praga WPT p
1373038,142,
1373043,143,
1373045,143,Działdowo
1373046,143,Gralewo
1373050,142,
1373051,143,Gdańsk Wrzeszcz
1373065,141,Gąsocin
1373066,141,Mława
1373071,141,Tczew
1373078,142,Łódź Widzew
1373085,147,Warszawa Praga WPT p
1373087,30,Gąsocin
1373110,30,
1373113,142,
1373114,142,
1373137,30,
1373166,30,Pruszcz Pomorski
1373179,140,
1373185,148,Warszawa Zachodnia
1373186,148,Grodzisk Mazowiecki
1373196,141,
1373202,30,Chrząstowice
1373203,30,Święta Katarzyna
1373205,146,
1373241,148,
1373245,148,Łódź Widzew
1373305,141,
1373335,141,
1373347,30,Grabiszyn
1373360,144,Pruszków
1373363,144,Łódź Widzew
1373366,144,Łask
1373369,144,Kalisz
1373370,144,Czekanów
1373372,144,Milicz
1373398,142,Radliczyce
1373406,146,Warszawa Wschodnia
1373408,146,Warszawa Zachodnia
1373409,146,Pruszków
1373431,30,
1373526,160,
1373529,160,Teresin Niepokalanów
1373541,146,
1373551,144,
1373558,144,
1373559,144,Bierzwnik
1373571,30,
1373572,30,
1373573,30,Gamerki Wielkie
1373583,30,Gdynia Chylonia
1373584,30,Wejherowo
1373585,30,Wejherowo
1373595,147,Reptowo
1373618,142,
1373630,146,Konin
1373634,30,Poznań Główny
1373642,147,
1373672,148,
1373673,148,
1373742,30,
1373744,142,Warszawa Zachodnia
1373745,142,Józefinów
1373750,140,
1373754,142,Warszawa Centralna
1373755,142,Warszawa Centralna
1373791,146,
1373792,146,
1373798,30,Łączna
1373807,147,Bąkowiec
1373818,30,
1373819,30,Bąkowiec
1373851,142,
1373853,142,
1373854,141,
1373893,151,Kutno GT 201-214
1373904,142,Zarzeka
1373906,160,
1373909,142,Warszawa Włochy
1373911,142,
1373913,160,Aleksandrów Kujawski
1373917,142,
1373921,144,
1373923,144,Bąkowiec
1373929,30,Julianka
1373935,30,
1373960,151,
1373968,30,Poznań Główny
1373969,30,Palędzie
1373986,142,
1374012,144,
1374023,148,
1374032,30,
1374061,30,Puławy
1374062,147,
1374067,142,
1374068,142,Łódź Chojny
1374069,141,
1374099,30,Krzeszowice
1374110,142,
1374116,152,
1374130,143,
1374135,142,
1374140,141,
1374169,142,
1374175,142,
1374190,142,
1374221,144,Jordanów
1374222,143,Warszawa Zachodnia
1374223,160,Warszawa Centralna
1374242,144,
1374259,147,
1374273,30,Zagnańsk
1374298,146,Kraków Główny
1374306,141,
1374309,173,
1374312,173,Gralewo
1374321,142,Warszawa Zachodnia
1374324,143,Gralewo
1374325,143,Malbork
1374327,143,Gdańsk Główny
1374333,142,Warszawa Zachodnia
1374336,143,Gralewo
1374337,143,Malbork
1374339,143,Gdańsk Główny
1374344,140,Kraków Główny
1374348,142,Warszawa Praga WPT p
1374364,146,
1374365,142,Działdowo
1374377,146,Warszawa Praga WPT p
1374400,142,
1374401,142,
1374402,149,
1374403,149,
1374410,141,
1374411,141,
1374412,141,
1374414,142,
1374415,142,
1374418,142,
1374419,142,
1374444,146,Miechów
1374449,142,
1374452,143,Warszawa Praga WPT p
1374454,30,Gąsocin
1374457,30,
1374511,142,Lasek
1374528,151,Witonia
1374552,30,Sulejówek Miłosna
1374567,142,Jordanów
1374571,148,
1374578,142,Kraków Główny
1374582,141,Gąsocin
1374583,148,
1374584,30,Szymankowo
1374597,146,
1374603,146,Łódź Widzew
1374604,141,
1374608,146,Ozorków
1374612,146,Aleksandrów Kujawski
1374622,148,Gdańsk Główny
1374637,30,
1374638,30,Kraków Mydlniki
1374743,141,
1374755,141,
1374760,30,Radliczyce
1374769,140,Dorota
1374772,140,Częstochowa Stradom
1374784,30,
1374788,148,Warszawa Praga WPT p
1374794,30,Jezierzyce Słupskie
1374804,142,
1374813,30,Wargowo
1374818,30,Szczecinek
1374836,30,Krzeszowice
1374845,142,
1374853,30,Poznań Główny
1374858,30,Piła Północ
1374900,30,Piła Główna
1374902,30,Okonek
1374903,30,Podborsko
1374931,142,Wrocław Główny
1374932,142,Grabiszyn
1374940,154,
1374941,154,
1374942,30,Piła Północ
1374964,147,
1374967,142,Legnica
1374968,142,Lubin
1374970,141,
1374989,147,
1374999,30,Wargowo
1375011,142,
1375012,142,Psary
1375013,142,
1375014,142,
1375016,142,Warszawa Wschodnia
1375017,142,Warszawa Wschodnia
1375018,142,Nowy Dwór Mazowiecki GT
1375019,142,
1375020,142,
1375021,142,
1375022,142,
1375023,142,
1375024,142,
1375025,142,Szymankowo
1375030,149,
1375031,149,Rumia
1375032,142,Rumia
1375033,30,Lębork
1375034,30,Lębork
1375035,157,
1375036,157,
1375096,30,Lublin Główny
1375097,30,Lublin Główny
1375098,30,Nałęczów
1375099,30,Nałęczów
1375102,142,
1375105,151,
1375118,30,Wałcz
1375119,30,Wałcz
1375122,142,
1375123,30,Reptowo
1375132,141,
1375134,30,Szastarka
1375137,144,
1375141,141,
1375148,151,
1375178,143,Warszawa Włochy
1375179,160,
1375194,140,Dorota
1375198,144,Pruszków
1375212,30,
1375225,160,Kutno
1375234,142,
1375264,141,
1375270,152,
1375284,152,
1375292,140,Zawiercie
1375293,160,
1375312,30,Warszawa Praga WPT p
1375330,142,Warszawa Praga WPT p
1375332,142,
1375364,143,Działdowo
1375374,147,
1375442,173,
1375458,141,Parlin
1375481,151,Witonia
1375490,141,
1375505,30,
1375512,30,Warszawa Praga WPT p
1375521,146,Gdynia Główna
1375527,142,
1375528,142,
1375529,148,Warszawa Praga PZS R21-46
1375532,143,Gdynia Główna
1375537,143,Tczew
1375538,142,
1375539,142,
1375540,148,Warszawa Praga PZS R92
1375541,143,Warszawa Centralna
1375550,142,
1375551,148,
1375560,160,
1375571,146,Szymankowo
1375579,30,Warszawa Praga WPT m
1375582,160,
1375583,160,Skierniewice
1375584,160,Skierniewice
1375585,143,
1375586,143,
1375604,146,Żyrardów
1375605,142,
1375609,30,Gdynia Główna
1375612,30,Gdańsk Wrzeszcz
1375655,30,Olsztynek
1375663,160,
1375665,160,
1375668,160,Łódź Widzew
1375685,151,
1375728,142,
1375729,142,
1375731,142,
1375732,151,Warszawa Zachodnia
1375733,142,Warszawa Zachodnia
1375735,142,Mińsk Mazowiecki PZS R4
1375736,142,
1375738,144,
1375739,144,
1375767,151,
1375786,151,
1375797,142,
1375800,148,
1375803,142,Sosnowiec Maczki
1375812,148,Gralewo
1375819,147,Gdańsk Wrzeszcz
1375827,140,Sosnowiec Maczki
1375836,142,Gralewo
1375850,142,Montowo
1375853,160,
1375893,142,
1375915,30,Niedźwiedź
1376012,148,
1376017,142,Kraków Główny
1376021,142,Skawa
1376026,142,
1376059,148,Tczew
1376061,146,Warszawa Zachodnia
1376062,142,Kraków Główny
1376063,142,Radziszów
1376064,142,Biały Dunajec
1376073,30,Warszawa Wschodnia
1376077,142,
1376095,146,Kutno
1376103,142,Mikołajów
1376110,142,
1376119,147,Pruszcz Gdański
1376120,30,Malbork
1376138,148,
1376168,148,
1376171,148,
1376172,160,
1376173,160,
1376174,160,Grodzisk Mazowiecki
1376195,30,
1376198,145,
1376217,141,
1376219,141,Kołodziejewo
1376221,151,
1376240,143,
1376257,141,
1376273,142,Pszczyna
1376311,146,Waplewo
1376315,146,Gąsocin
1376317,146,Warszawa Praga PZS R21-46
1376325,30,Katowice
1376361,142,Janikowo
1376373,142,
1376375,142,Wąbrzeźno
1376376,142,Kowalewo Pomorskie
1376380,142,Chorągiewka
1376394,147,Gdańsk Wrzeszcz
1376395,147,Gdańsk Wrzeszcz
1376396,148,
1376397,148,
1376425,144,
1376430,151,
1376470,141,
1376501,142,
1376510,141,
1376518,30,
1376519,151,Laskowice Pomorskie
1376520,151,Bydgoszcz Główna
1376523,30,Gniezno GT 101-107
1376524,30,Poznań Główny
1376531,30,Czerwieńsk Południe
1376532,30,Olsztyn Główny
1376535,142,
1376549,142,
1376551,142,
1376562,30,Biesal
1376563,142,
1376572,142,
1376573,142,
1376580,142,
1376581,151,
1376583,151,
1376585,147,
1376594,157,Czerwieńsk Południe
1376596,30,Lewin Brzeski
1376599,160,
1376611,30,
1376612,30,Herby Stare
1376613,30,Warszawa Zachodnia
1376614,30,Warszawa Centralna
1376625,142,
1377034,148,Gniezno - Pierzyska
1377053,148,Gniezno - Pierzyska
1377069,148,Gniezno - Pierzyska
1377086,148,Gniezno - Pierzyska
1377112,148,Gniezno - Pierzyska
1377255,148,Gniezno - Pierzyska
1377396,148,Gniezno - Pierzyska
1377411,148,Gniezno - Pierzyska
1377432,148,Gniezno - Pierzyska
1377444,148,Gniezno - Pierzyska
1377458,148,Gniezno - Pierzyska
1377472,148,Gniezno - Pierzyska
1377493,148,Gniezno - Pierzyska
1378285,153,
1378659,142,
1378891,142,Kalwaria Zebrzydowska PZS R101
1379036,146,Prabuty
1379037,146,Prabuty
1379038,148,Rakowice
1379043,141,Warszawa Praga PZS R21-46
1379467,157,Stargard
1379537,157,Słupsk
1379538,157,Słupsk
1380104,153,
1380371,166,Wólka Okopska
1380712,148,Gniezno - Pierzyska
1380727,148,Gniezno - Pierzyska
1380800,148,Gniezno - Pierzyska
1380850,148,Gniezno - Pierzyska
1380900,148,Gniezno - Pierzyska
1380917,148,Gniezno - Pierzyska
1381013,160,
1381014,160,
1381016,152,
1381020,160,Brynów
1381110,140,
1381111,140,
1381186,142,
1381187,142,
1381244,30,
1381251,30,
1381281,148,Warszawa Wschodnia
1381282,32,
1381330,148,Sulejówek Miłosna
1381345,140,
1381358,140,
1381407,32,
1381418,148,
1381443,199,Sulejówek Miłosna
1381447,30,Sulejówek Miłosna
1381479,141,
1381483,141,
1381494,141,Szeligi
1381518,199,Radom Główny
1381520,141,
1381522,142,
1381535,147,
1381536,142,
1381539,155,
1381540,155,Wąchock
1381543,142,Stalowa Wola Rozwadów
1381546,142,
1381550,151,
1381552,142,
1381554,146,Warszawa Zachodnia
1381570,142,
1381571,149,Tryńcza
1381589,148,Warszawa Wschodnia
1381590,148,Warszawa Wschodnia
1381619,30,
1381720,142,
1381721,142,
1381723,142,
1381724,146,Warszawa Centralna
1381728,142,
1381729,142,
1381766,144,
1381767,143,
1381769,144,Warszawa Wschodnia
1381789,160,
1381790,160,
1381791,160,Warszawa Wschodnia
1381792,160,Legionowo
1381793,160,Legionowo
1381800,160,Tczew
1381801,160,Tczew
1381874,145,
1381887,142,Fosowskie
1381888,143,
1381894,199,
1381898,151,
1381900,30,
1381915,147,
1381916,142,
1381927,142,
1381930,30,
1381983,32,
1382019,30,Łódź Widzew
1382045,30,
1382048,152,
1382057,143,Zduny
1382091,146,
1382116,144,
1382117,144,Lewin Brzeski
1382136,144,Warszawa Centralna
1382138,153,Koniecpol
1382168,144,
1382172,160,
1382173,160,
1382175,160,
1382179,160,Gorzkowice
1382207,149,Warszawa Centralna
1382208,149,Warszawa Centralna
1382209,148,
1382215,142,
1382252,30,Warszawa Zachodnia
1382253,146,
1382266,142,Warszawa Wschodnia
1382300,149,
1382307,141,Reptowo
1382324,199,Dobiegniew
1382341,146,Koło
1382342,146,Konin
1382346,146,Poznań Główny
1382353,199,Szczecin Dąbie Sda
1382362,142,
1382365,142,Grodzisk Mazowiecki
1382366,142,Warszawa Centralna
1382367,155,Warszawa Wschodnia
1382372,155,Działdowo
1382373,155,Gralewo
1382382,142,Gdynia Chylonia
1382383,155,Wejherowo
1382386,157,
1382434,143,Skierniewice
1382446,144,Warszawa Wschodnia
1382462,146,
1382481,142,Sulejówek Miłosna
1382495,147,
1382507,147,
1382508,152,
1382510,144,Łączna
1382521,149,Szydłowiec
1382522,146,
1382531,147,Puławy Azoty
1382579,30,Warszawa Antoninów
1382582,30,
1382589,148,
1382590,148,
1382598,148,Warszawa Wschodnia
1382618,141,
1382636,199,Radom Wschodni
1382640,142,Koniecpol
1382643,141,
1382651,147,
1382667,30,Bąkowiec
1382683,30,
1382686,30,Warszawa Centralna
1382687,142,Warszawa Zachodnia
1382697,151,
1382700,30,
1382713,144,Pilawa
1382714,144,Grzebowilk
1382717,151,
1382760,142,
1382762,154,
1382777,199,Nowa Wieś Poznańska
1382786,142,Lublin Główny
1382788,154,
1382790,147,Pionki
1382794,141,Radzice
1382795,141,Łódź Widzew
1382799,141,Borszewice
1382804,142,
1382805,144,
1382814,146,Kraków Główny
1382818,146,Kraków Główny
1382838,144,
1382850,142,Kozłów
1382853,142,Sitkówka Nowiny
1382862,146,
1382863,146,Słomniki
1382881,146,Trzebinia GT
1382900,155,Wąchock
1382906,155,Warszawa Wschodnia
1382917,141,
1382918,142,
1382921,142,
1382934,157,Stalowa Wola Południe
1382938,146,
1382949,32,Kraków Główny
1382960,30,Zagnańsk
1382961,155,
1382963,155,Garbatka-Letnisko
1382965,154,
1382987,146,
1383037,141,Jaworzno Szczakowa
1383052,142,
1383053,142,Malbork
1383064,142,
1383065,142,Malbork
1383105,142,Pszczółki
1383117,148,
1383118,148,
1383119,148,
1383135,148,Warszawa Zachodnia
1383136,148,Warszawa Zachodnia
1383146,145,
1383147,145,
1383180,142,Warszawa Praga WPT p
1383201,199,Warszawa Centralna
1383205,199,Nasielsk
1383208,199,Kozłowo
1383215,144,Kozłów
1383226,30,Warszawa Wschodnia
1383227,30,Warszawa Praga WPT p
1383245,30,Zawiercie
1383274,146,
1383295,144,Leńcze
1383296,142,
1383299,142,Warszawa Praga WPT p
1383306,144,Jordanów
1383310,142,Warszawa Praga PZS R21-46
1383321,141,Sieniawa
1383331,141,Łódź Widzew
1383332,141,Łódź Chojny
1383336,141,Zgierz Kontrewers
1383343,148,
1383355,146,
1383360,146,Łańcut
1383361,160,Rzeszów Główny
1383362,160,
1383368,146,Kraków Płaszów
1383369,146,Kraków Główny
1383371,146,Trzebinia
1383377,147,Paczyna
1383390,146,Bochnia
1383393,30,Katowice
1383397,142,
1383398,30,
1383422,30,
1383423,30,
1383427,199,Wrocław Główny
1383428,199,Wrocław Główny
1383449,199,Wrocław Główny
1383450,199,Wrocław Główny
1383459,142,
1383463,199,Dęba Opoczyńska
1383464,199,Łódź Widzew
1383498,148,Warszawa Praga WPT p
1383512,142,
1383522,146,Poznań Główny
1383529,199,Dalęcino
1383544,148,
1383553,142,
1383555,142,
1383569,141,
1383596,160,Strzelce Opolskie
1383600,160,Wrocław Główny Wgb
1383611,160,Stara Łubianka
1383612,160,Turowo Pomorskie
1383613,160,Białogard
1383614,160,Nosówko
1383632,144,
1383633,144,
1383635,148,
1383636,148,
1383638,148,Opole Główne
1383639,148,Opole Główne
1383641,148,Wrocław Główny
1383642,148,Wrocław Główny
1383649,148,Rogoźno Wielkopolskie
1383650,148,Rogoźno Wielkopolskie
1383653,148,Okonek
1383654,148,Szczecinek
1383656,157,Karwice
1383670,199,Katowice
1383675,199,Raszowa
1383677,30,
1383679,154,
1383680,142,
1383704,199,
1383705,199,
1383706,199,Bojanowo
1383707,199,Stare Bojanowo
1383708,199,Poznań Główny
1383709,199,Poznań Główny
1383726,32,Warszawa Wschodnia
1383727,142,Warszawa Wschodnia
1383728,142,
1383729,142,
1383730,142,
1383731,142,
1383732,30,
1383734,142,
1383735,142,
1383736,30,Gdańsk Główny
1383737,30,Gdańsk Główny
1383742,142,
1383745,157,
1383746,157,
1383748,157,Świdwin
1383749,157,Świdwin
1383774,153,
1383775,153,
1383777,147,Toszek
1383779,30,
1383783,147,Skokowa
1383803,155,Stalowa Wola Rozwadów
1383812,144,Warszawa Wschodnia
1383817,199,Kutno
1383818,148,
1383827,148,Piła Główna
1383904,141,
1383909,144,Warszawa Centralna
1383910,144,Warszawa Wschodnia
1383911,144,Zielonka
1383939,30,
1383944,142,
1383986,154,Krzeszowice
1383989,142,
1383999,146,Kobiór
1384006,142,Mława
1384016,199,Katowice Tow. KTC
1384022,144,Gralewo
1384033,30,Kobiór
1384040,153,Warszawa Praga WPT p
1384051,141,Tychy
1384055,30,
1384058,155,Działdowo
1384071,143,
1384084,147,
1384085,142,
1384086,142,
1384110,147,
1384128,152,
1384129,152,Poznań Główny
1384130,151,
1384134,151,
1384165,141,
1384167,30,
1384168,151,
1384238,142,Mleczewo
1384250,148,
1384271,146,
1384281,30,Malbork
1384288,146,Legionowo
1384314,173,Żyrardów
1384324,142,Pszczółki
1384420,148,Mleczewo
1384433,142,
1384434,142,
1384437,151,Kutno
1384438,199,Kutno
1384440,142,
1384442,146,
1384443,142,Sufczyn
1384445,142,
1384462,30,Sulejówek Miłosna
1384478,151,
1384481,32,
1384498,142,
1384505,154,
1384514,142,
1384515,148,
1384538,142,Mleczewo
1384539,148,
1384546,30,Gdańsk Wrzeszcz
1384548,30,Tczew
1384551,148,Chotomów
1384552,30,Warszawa Centralna
1384553,30,Warszawa Zachodnia
1384554,30,Grodzisk Mazowiecki
1384561,30,Malbork
1384562,30,Prabuty
1384563,30,Chotomów
1384577,148,
1384584,143,Iława Główna
1384585,148,
1384590,144,Warszawa Praga PZS R21-46
1384592,143,Warszawa Zachodnia
1384593,160,
1384594,142,
1384596,141,Dąbrowa Górnicza Południowa
1384608,30,
1384612,142,
1384613,160,
1384614,160,
1384615,160,Warszawa Okęcie R211
1384617,142,
1384619,148,
1384620,140,Dorota
1384625,144,
1384681,155,Szydłowiec
1384697,149,
1384702,149,Radom Główny
1384786,148,Rybno Pomorskie
1384793,143,
1384800,148,Rybno Pomorskie
1384803,154,Kraków Mydlniki
1384833,160,
1384834,160,Kraków Zabłocie
1384835,142,
1384837,30,Skawa
1384849,142,Chotomów
1384864,142,
1384865,148,Konopki
1384879,142,
1384881,142,
1384885,30,
1384888,141,
1384901,141,
1384908,199,Gdynia Główna
1384909,30,
1384914,151,
1384925,146,
1384938,144,
1384943,142,
1384944,144,
1384947,142,Gniezno GT 101-107
1384950,142,Stare Bojanowo
1384955,144,Grabiszyn
1384956,144,Oława
1384959,144,Gogolin
1384972,30,Pruszcz Gdański
1384974,30,Pelplin
1384982,151,
1384984,199,Witonia
1385040,30,Iłowo
1385090,151,
1385099,142,
1385100,30,Iława Główna
1385125,144,
1385126,144,
1385159,142,Inowrocław
1385160,142,Kołodziejewo
1385161,142,Gniezno GT 101-107
1385171,146,Wałbrzych Miasto
1385204,173,
1385248,173,
1385249,152,Mogilno
1385250,152,Mogilno
1385251,142,
1385252,142,
1385253,142,
1385254,142,
1385255,142,
1385262,142,
1385276,142,
1385289,142,Biesal
1385290,142,
1385299,142,
1385300,142,
1385307,141,
1385314,199,Poznań Główny
1385322,148,Wrocław Główny
1385323,148,Wrocław Główny
1385331,142,
1385337,143,
1385349,199,
1385350,199,
1385351,199,Poznań Główny
1385354,151,
1385362,143,Milicz
1385387,141,Sędzice
1385422,140,
1385449,142,
1385462,30,Bukowice Trzebnickie
1385463,147,
1385465,30,Czekanów
1385466,155,Sieradz
1385470,30,Retkinia
1385473,30,Skierniewice
1385475,30,Grodzisk Mazowiecki
1385476,30,Warszawa Centralna
1385487,199,Wrocław Główny
1385507,32,Zielonka
1385537,153,
1385556,146,
1385558,146,Brzeg
1385560,146,Chrząstowice
1385561,146,Liswarta
1385568,147,Opole Główne
1385569,147,Opole Główne
1385584,30,Lubliniec
1385588,142,Piotrków Trybunalski
1385589,173,Rokiciny GT
1385592,173,Grodzisk Mazowiecki
1385648,199,Wrocław Główny
1385668,30,
1385675,155,
1385690,151,
1385700,142,Opole Główne
1385708,142,
1385713,147,Wrocław Główny
1385714,147,Wrocław Główny
1385716,147,Dąbrowa Niemodlińska
1385724,151,
1385728,151,Katowice Tow. KTC
1385729,151,Jaworzno Szczakowa
1385738,155,Żurawica Żra
1385742,142,Brzeg
1385743,142,Brzeg
1385764,140,
1385782,199,
1385784,199,
1385785,199,
1385789,199,Kobylnica
1385792,199,Brzoza Bydgoska
1385803,199,Skokowa
1385804,199,Rawicz
1385810,199,Kołodziejewo
1385816,144,
1385821,199,
1385822,199,Żmigród
1385823,199,Mosina
1385825,199,Gniezno GT 101-107
1385827,199,Morzeszczyn
1385828,199,Pszczółki
1385832,147,
1385860,30,Wrocław Główny
1385867,151,
1385869,142,
1385882,142,Grabowno Wielkie
1385887,199,Sieradz
1385888,199,Zduńska Wola
1385893,199,Koluszki
1385894,199,Skierniewice
1385896,199,Warszawa Zachodnia
1385899,199,Wołomin
1385915,199,Rawicz
1385916,199,Rawicz
1385922,141,Podlesiec
1385923,141,
1385924,142,
1385925,142,Szczecin Dąbie
1385926,199,Szczecin Dąbie
1385927,199,
1385929,199,
1385934,199,Wargowo
1385935,142,
1385938,199,Jastrowie
1385939,199,Okonek
1385943,30,
1385962,151,
1385984,151,Buk
1385990,151,Kutno
1386009,199,Poznań Główny
1386010,199,Poznań Wschód
1386019,142,Błonie
1386022,32,
1386023,30,
1386032,145,
1386040,145,Sochaczew
1386041,145,Warszawa Zachodnia
1386057,199,
1386065,142,
1386074,141,Kraków Płaszów
1386075,142,
1386090,141,
1386112,154,Mieszków
1386113,154,
1386176,142,
1386188,151,
1386190,142,
1386192,151,
1386193,142,
1386197,147,
1386199,199,Gniezno
1386200,199,Gniezno
1386204,30,
1386205,30,
1386208,142,
1386209,142,
1386210,142,Stare Jabłonki
1386214,30,Mogilno
1386215,142,Janikowo
1386220,144,
1386222,144,Iława Główna
1386226,152,Poznań Główny
1386227,152,Poznań Główny
1386228,152,Wydartowo
1386229,30,Dziarnowo
1386232,30,
1386233,30,
1386238,30,Stare Jabłonki
1386248,151,
1386250,142,Inowrocław Tow. InA
1386253,151,
1386273,155,Turowo Pomorskie
1386303,141,Runowo Pomorskie
1386304,141,Runowo Pomorskie
1386307,155,Koszalin
1386308,155,Koszalin
1386311,148,Wejherowo
1386312,148,Wejherowo
1386313,155,Rumia
1386329,199,Grajewo
1386330,199,Grajewo
1386335,141,Szczecin Dąbie
1386336,141,Szczecin Dąbie
1386347,142,
1386348,142,
1386370,30,
1386371,30,
1386376,30,Warszawa Włochy
1386377,144,Warszawa Centralna
1386378,146,
1386379,142,
1386401,142,
1386413,143,Rogów
1386418,30,
1386428,199,Franklinów
1386445,148,
1386449,151,
1386450,199,Kaliska Kujawskie
1386458,199,Szczecin Dąbie Sda
1386464,199,Poznań Wola
1386465,147,
1386467,199,Sokołowo Wrzesińskie
1386469,147,
1386473,199,Teresin Niepokalanów
1386476,199,Sulejówek Miłosna
1386483,199,Rejowiec
1386486,199,Szczecin Główny
1386487,199,Szczecin Główny
1386493,142,
1386494,142,
1386495,199,Poznań Starołęka
1386496,142,
1386498,199,Kalisz
1386499,199,Kalisz
1386500,199,Zduńska Wola
1386501,199,Zduńska Wola
1386503,199,Retkinia
1386505,199,Tomaszów Mazowiecki
1386506,199,Tomaszów Mazowiecki
1386508,141,
1386510,199,Garbatka-Letnisko
1386512,199,Motycz
1386521,142,Montowo
1386529,199,Szczecin Dąbie
1386539,147,Rudna Gwizdanów
1386543,147,Opole Zachodnie
1386544,147,Jasiona
1386550,199,Białogard
1386551,199,Tychowo
1386554,155,Dziembówko
1386566,142,Opole Zachodnie GT
1386569,30,
1386570,30,
1386571,30,Mysłowice MwA
1386572,30,Sosnowiec Jęzor
1386573,30,Trzebinia
1386574,30,Krzeszowice
1386579,141,Skibno
1386581,149,Grzmiąca
1386583,199,Płytnica
1386585,199,Budzyń
1386587,199,Poznań Główny
1386598,147,
1386636,146,
1386638,144,Kędzierzyn-Koźle
1386647,170,
1386653,146,Kołobrzeg
1386655,155,Nosówko
1386659,199,Dziembówko
1386663,30,
1386668,199,Wrocław Główny
1386670,199,Brzeg
1386679,154,Kraków Główny
1386687,160,
1386702,199,Dziembówko
1386704,142,
1386715,199,Opole Groszowice
1386716,142,Gliwice Łabędy
1386730,160,
1386732,160,
1386755,142,
1386758,142,
1386761,160,
1386772,30,Dalęcino
1386785,147,Wrocław Główny
1386786,147,Wrocław Główny
1386790,147,
1386798,199,Szczecin Dąbie
1386799,199,Stargard
1386831,199,Poznań PoD
1386832,147,
1386848,154,Krzeszowice
1386861,142,
1386862,142,
1386870,142,
1386871,142,
1386872,142,
1386874,142,
1386875,142,
1386877,142,
1386895,199,
1386896,199,Żmigród
1386906,199,Katowice Tow. KTC
1386910,142,
1386913,199,Podłęże
1386920,199,Strażów
1386922,141,
1386933,145,
1386949,144,Mińsk Mazowiecki PZS Kędzierak
1386978,151,
1386994,142,
1386998,141,Dziewoklicz
1387005,148,Poznań Główny
1387008,148,Rawicz
1387009,148,Grabiszyn
1387012,141,Iwin
1387015,148,Chodzież
1387072,153,
1387073,153,
1387077,173,Warszawa Zachodnia
1387078,173,Warszawa Zachodnia
1387097,146,Malbork
1387098,146,Malbork
1387112,152,
1387113,152,
1387122,199,
1387123,199,Smolec
1387124,199,Świebodzice
1387125,199,Świebodzice
1387137,30,
1387138,30,Żyrardów
1387155,30,
1387210,160,Tarnów
1387213,160,Gorlice Zagórzany
1387251,160,Łańcut
1387252,160,Łańcut
1387258,147,Zaklików
1387259,147,Zaklików
1387265,160,
1387266,160,
1387316,157,
1387318,142,
1387346,160,Przemyśl Główny
1387347,160,Przemyśl Główny
1387350,160,Łańcut
1387351,160,Łańcut
1387352,160,Sędziszów Małopolski
1387354,160,Brzesko Okocim
1387355,160,Kłaj
1387366,30,Nowy Sącz Biegonice
1387375,144,
1387382,144,Piaseczno
1387383,144,Warszawa Aleje Jerozolimskie
1387385,146,
1387388,144,Nasielsk
1387393,142,
1387404,142,
1387414,146,
1387417,30,
1387418,173,
1387420,143,
1387422,142,
1387466,30,
1387474,151,Szobiszowice
1387476,30,Prudnik
1387487,30,
1387511,30,
1387523,154,
1387524,154,
1387536,142,Wieluń Dąbrowa
1387552,148,
1387642,154,Raba Wyżna
1387643,30,
1387646,160,Kraków Główny
1387791,142,
1387798,142,Warszawa Wschodnia
1387799,142,Warszawa Wschodnia
1388222,157,Stargard
1388223,157,Stargard
1388576,166,
1388689,166,
1388825,142,Mińsk Mazowiecki PZS Kędzierak
1389113,166,Wólka Okopska
