stop_id,difficulty_id,location
1197468,141,Brzustów
1197470,144,Krzeszowice
1197679,142,Warszawa Wschodnia
1197680,141,Pilawa GT
1197690,166,
1197723,145,
1198044,146,Lasek
1198045,144,
1198047,142,
1198230,141,
1198268,146,Maków Podhalański
1198269,146,Maków Podhalański
1198417,148,
1198424,160,Warszawa Zachodnia
1198425,160,Warszawa Zachodnia
1198627,142,
1198628,142,
1198840,157,Stargard
1198841,157,Stargard
1198910,157,
1198911,157,
1198954,157,Poznań Główny
1199460,142,Warszawa Wschodnia
1199461,141,Pilawa GT
1199471,166,
1199737,146,
1200153,157,
1200157,141,
1200158,157,Żórawina
1200159,157,Leszno
1200658,142,
1200667,148,Warszawa Centralna
1200668,148,Warszawa Centralna
1200693,144,
1200698,30,
1200702,30,
1200720,30,
1200794,148,Warszawa Rembertów
1200798,30,
1200801,142,
1200826,141,
1200827,142,Warszawa Wschodnia
1200837,141,Kraków Bonarka
1200869,142,Starachowice Wschodnie
1200870,142,Starachowice Wschodnie
1200880,142,
1200932,142,
1200939,30,Warszawa Wschodnia
1200940,30,Warszawa Wschodnia
1200970,157,Białystok Zielone Wzgórza
1200987,142,
1200994,142,
1201027,142,
1201038,143,Ciechanów
1201041,143,Gdańsk Główny
1201048,157,Koluszki
1201051,157,Grodzisk Mazowiecki
1201056,143,
1201059,143,Iława Główna
1201094,142,
1201098,142,Legionowo
1201113,154,Łódź Widzew
1201114,154,Łódź Widzew
1201116,154,Żyrardów
1201117,142,Warszawa Zachodnia
1201118,142,Warszawa Zachodnia
1201119,141,Warszawa Centralna
1201120,148,Warszawa Wschodnia
1201123,148,Konopki
1201169,30,
1201170,30,
1201180,142,Działdowo
1201181,142,Działdowo
1201210,142,Warszawa Wschodnia
1201211,142,Warszawa Wschodnia
1201231,146,
1201267,140,
1201301,30,Łódź Kaliska PZS R219-227
1201320,30,Tłuszcz
1201334,142,Błaszki
1201355,30,
1201360,144,
1201381,142,Warszawa Wschodnia
1201382,148,
1201389,141,
1201416,142,Łódź Widzew
1201417,142,Łódź Chojny
1201419,141,
1201432,146,Warszawa Zachodnia
1201437,30,Wrocław Główny
1201438,141,
1201460,152,
1201462,151,Opole Główne
1201466,154,Grabiszyn
1201480,141,Wrocław Główny
1201492,30,Skierniewice
1201493,30,Skierniewice
1201499,30,Jawornica
1201509,30,Warszawa Wschodnia
1201510,30,Warszawa Wschodnia
1201527,30,
1201529,30,
1201530,30,
1201531,142,
1201532,30,Bednary
1201543,146,Poznań Wschód
1201551,148,
1201554,147,
1201559,146,
1201560,146,
1201592,142,Świdwin
1201602,151,
1201608,151,
1201654,142,
1201660,151,
1201665,142,
1201666,148,
1201703,151,
1201752,142,Skierniewice
1201753,141,Skierniewice
1201754,142,Łódź Widzew
1201785,142,
1201788,142,
1201796,142,Bąkowiec
1201808,142,Bąkowiec
1201810,142,Szydłowiec
1201820,155,Zarzeka
1201821,142,
1201822,142,Opoczno Południe
1201824,142,Sędziszów
1201825,142,Sędziszów
1201826,142,
1201827,142,Tunel
1201828,142,Tunel
1201833,148,
1201834,148,
1201851,30,
1201871,151,
1201911,141,Julianka
1201914,30,
1201917,30,
1201987,141,
1202047,146,Nowa Wieś Poznańska
1202059,142,
1202060,142,
1202065,142,Łódź Widzew
1202075,142,
1202078,142,
1202081,142,
1202082,142,
1202085,147,Zawiercie
1202124,139,Kostomłoty
1202132,146,
1202133,145,Kraków Główny
1202134,145,
1202187,142,
1202207,146,
1202217,30,Poronin
1202218,144,
1202228,30,Zagnańsk
1202262,146,
1202263,146,
1202284,30,Jedlnia-Letnisko
1202285,30,
1202304,142,Krzeszowice
1202307,142,Gąsocin
1202315,141,Kraków Główny
1202316,141,Kraków Główny
1202319,30,Iłowo
1202321,142,
1202322,142,
1202327,141,Kraków Główny
1202328,141,Kraków Główny
1202331,30,Iłowo
1202333,142,
1202334,142,
1202360,142,Gąsocin
1202361,170,Mleczewo
1202362,148,
1202369,142,Trzebinia
1202372,142,Redaki
1202389,148,
1202418,199,Siedliska
1202437,146,
1202438,142,Miechów
1202443,141,
1202460,155,
1202471,148,Konopki
1202487,144,
1202509,142,Trzebinia
1202510,147,
1202519,142,Zgierz Kontrewers
1202548,30,Ożarów Mazowiecki
1202549,30,Sochaczew
1202550,30,Żychlin
1202560,30,Raba Wyżna
1202561,30,Kraków Mydlniki
1202564,30,Gdańsk Południowy
1202571,144,Kraków Główny
1202572,173,
1202583,146,Zakopane
1202586,157,Sieniawa
1202592,142,Kozłów
1202593,142,Włoszczowa Północ
1202596,142,Łódź Widzew
1202600,142,Zgierz
1202601,142,Ozorków
1202633,143,Zabrze
1202634,143,Zabrze
1202661,141,Opole Główne
1202662,154,
1202683,30,
1202710,157,Wrocław Brochów PODG
1202741,142,
1202747,147,
1202753,141,Błaszki
1202761,142,Jaworzno Szczakowa
1202762,142,Jaworzno Szczakowa
1202767,142,
1202768,142,
1202778,30,Sosnowiec Maczki
1202781,143,Gralewo
1202787,143,Pogorzelice
1202796,154,
1202797,154,
1202808,141,Świdwin
1202823,142,
1202833,154,
1202845,141,Trąbki
1202863,142,
1202866,30,Trzebinia
1202867,30,Jaworzno Szczakowa
1202883,142,Kolin
1202886,139,Mścice
1202899,142,
1202900,142,
1202923,157,Wiekowo
1202937,157,Katowice
1202940,157,Gliwice
1202941,142,
1202944,148,
1202949,142,
1202950,142,Kostrzyn
1202954,147,
1202983,146,Kraków Główny
1202984,142,Kraków Główny
1202992,142,
1202994,142,
1202998,142,
1202999,142,Pruszcz Gdański
1203005,141,Wejherowo
1203006,141,Wejherowo
1203007,141,Damnica
1203008,157,
1203009,157,
1203011,157,Rąbino
1203034,142,Trzebinia
1203037,141,Katowice
1203042,141,Opole Zachodnie
1203044,141,Wrocław Główny
1203078,30,
1203080,146,Kutno
1203091,142,Wałcz
1203094,142,
1203095,142,
1203097,142,Szczecin Zdroje
1203116,148,Warszawa Zachodnia
1203117,148,Warszawa Zachodnia
1203133,142,Kobiór
1203134,142,Katowice Ligota
1203143,142,
1203151,30,Warszawa Włochy
1203166,148,
1203172,141,Warszawa Centralna
1203185,142,Sosnowiec Maczki
1203189,142,
1203191,142,Łódź Widzew
1203199,142,
1203201,148,Żywiec
1203202,142,Łodygowice
1203205,142,Kobiór
1203207,142,
1203208,142,
1203243,141,
1203244,141,Kraków Mydlniki
1203265,142,Łazy Łc
1203269,141,Warszawa Praga WPT p
1203272,140,Pruszcz Gdański
1203285,142,Warszawa Praga WPT p
1203288,143,Gdańsk Główny
1203303,30,Warszawa Praga WPT p
1203304,142,
1203313,142,Pszczyna
1203315,142,Katowice Ligota
1203322,148,
1203323,148,
1203337,151,Działdowo
1203338,142,
1203339,148,
1203346,148,Czechowice-Dziedzice Południowe
1203349,148,
1203356,148,Wrocław Główny Wgb
1203363,151,
1203364,151,
1203376,151,Dębina
1203393,151,
1203396,30,
1203440,148,
1203442,30,
1203448,144,
1203501,148,
1203502,142,
1203505,30,Gdynia Główna
1203510,30,Tczew
1203512,148,Susz
1203513,142,Legionowo
1203514,30,Warszawa Centralna
1203524,148,Iława Główna
1203530,141,Warszawa Praga WPT m
1203545,146,Prabuty
1203546,142,Prabuty
1203558,142,
1203559,142,
1203560,148,Gdynia Główna
1203565,148,Tczew
1203567,142,
1203577,142,Pruszków
1203588,142,
1203600,148,Skierniewice
1203601,148,Koluszki
1203602,148,Gałkówek
1203608,143,
1203612,142,
1203660,142,Witonia
1203676,30,Bydgoszcz Główna
1203708,142,Grzebowilk
1203760,142,
1203771,142,
1203772,148,
1203773,142,Warszawa Praga PZS R21-46
1203776,142,Grodzisk Mazowiecki
1203783,148,Malbork
1203784,142,
1203785,142,Chotomów
1203788,142,Kraków Główny
1203796,148,Mleczewo
1203797,142,
1203800,30,Józefinów
1203806,146,Pruszcz Gdański
1203808,148,
1203823,141,Redaki
1203831,143,Montowo
1203845,142,Ełk
1203846,199,
1203860,153,Warszawa Centralna
1203861,153,Warszawa Centralna
1203864,153,Lesiów
1203866,153,Łączna
1203876,143,
1203879,143,Warszawa Wschodnia
1203919,151,
1203944,144,
1203945,30,Warszawa Praga PZS R21-46
1203961,30,
1203967,30,Warszawa Praga PZS R21-46
1203969,30,Warszawa Zachodnia
1203986,141,Łódź Żabieniec
1203990,140,Mikołajów
1204011,148,
1204035,148,Mleczewo
1204039,30,Maków Podhalański
1204047,148,Malbork
1204049,148,Rakowice
1204064,148,Kotomierz
1204071,142,Kutno
1204073,142,Ozorków
1204080,143,Opoczno Południe
1204082,146,Kraków Główny
1204083,146,Skawina
1204098,148,Działdowo
1204099,142,Warszawa Centralna
1204103,148,
1204112,142,
1204113,148,
1204128,170,Tczew
1204130,142,
1204131,143,
1204132,143,Warszawa Centralna
1204146,148,
1204147,142,
1204154,142,
1204163,142,
1204174,146,
1204175,146,
1204176,140,
1204177,140,
1204191,142,Tczew
1204192,151,
1204193,142,Kotomierz
1204208,154,
1204223,142,
1204238,141,Retkinia
1204247,30,Katowice
1204261,142,Kotomierz
1204267,151,
1204283,142,
1204296,143,
1204313,141,Tczew
1204314,141,Tczew
1204333,141,
1204389,151,Inowrocław
1204392,30,Poznań Główny
1204399,142,Grabiszyn
1204417,141,Wrocław Główny
1204420,141,Wałbrzych Miasto
1204425,199,
1204500,30,Poznań Główny
1204501,142,
1204507,157,Czerwieńsk Południe
1204538,141,
1204556,141,Tczew
1204564,30,
1204570,157,Czerwieńsk Wschód
1204571,30,Wrocław Główny
1204572,30,Wrocław Mikołajów
1204599,144,Bukowice Trzebnickie
1204618,141,Wrocław Sołtysowice
1204622,141,Ostrów Wielkopolski Zachodni
1204626,141,
1204633,141,Grodzisk Mazowiecki
1204644,30,Radliczyce
1204689,30,
1204734,142,
1204738,148,Gałkówek
1204740,148,Żyrardów
1204741,148,Warszawa Zachodnia
1204757,30,
1204767,30,Koluszki
1204768,142,
1204769,142,
1204770,142,Warszawa Zachodnia
1204774,30,
1204775,30,Łochów
1204779,30,Racibory
1204797,154,Zdzieszowice
1204802,30,
1204815,146,Wrocław Świebodzki
1204822,142,
1204843,141,Częstochowa
1204844,142,
1204862,143,Jasiona
1204874,142,
1204906,142,
1204917,141,Częstochowa Stradom
1204918,141,Julianka
1204920,141,Kielce Herbskie
1204921,141,Zagnańsk
1204930,154,
1204934,141,Katowice
1204935,30,Kraków Główny
1204950,143,Jasiona
1204957,157,Kraków Główny
1204973,154,
1204977,141,Kraków Mydlniki
1204980,141,Tarnów
1204981,30,
1204982,142,Ropczyce
1204994,142,Poznań Główny
1205000,151,
1205013,151,Poznań Główny
1205014,151,Gniezno
1205027,146,
1205028,146,
1205029,151,Poznań Główny
1205030,140,Poznań Główny
1205031,142,Gniezno
1205032,142,
1205056,148,Iława Główna
1205057,148,Iława Główna
1205063,141,Wałbrzych Fabryczny
1205072,141,Poznań Główny
1205078,151,
1205083,147,
1205094,142,Zduńska Wola
1205095,148,Łask
1205096,144,
1205102,142,Grodzisk Mazowiecki
1205176,151,Ożarów Mazowiecki
1205180,147,Sulechów
1205186,142,Buk
1205202,152,
1205209,151,
1205211,151,Poznań Główny
1205213,151,
1205214,142,Inowrocław
1205215,142,
1205275,30,
1205277,30,Kraków Bieżanów
1205292,142,
1205314,154,
1205319,142,
1205324,141,
1205367,142,Poznań Główny
1205368,142,Pobiedziska
1205388,151,Palędzie
1205400,30,Poznań Główny
1205401,30,Poznań Główny
1205402,142,
1205403,142,
1205414,141,Poznań Główny
1205415,141,Pobiedziska
1205424,142,Iława Główna
1205480,154,
1205481,154,Poznań Główny
1205482,154,Poznań Wschód
1205498,151,
1205513,142,Bożepole Wielkie
1205538,141,
1205602,148,
1205628,144,Jarocin
1205629,154,
1205642,157,Płytnica
1205652,141,
1205666,146,Rokietnica
1205669,146,Sokołowo Wrzesińskie
1205674,141,
1205675,148,Warszawa Włochy
1205677,148,Warszawa Wschodnia
1205678,148,Grzebowilk
1205686,148,Zawadówka
1205697,142,
1205699,154,
1205726,173,Sosnowiec Maczki
1205736,142,
1205740,142,
1205745,141,
1205746,154,
1205798,142,Kraków Główny
1205799,142,Kraków Główny
1205820,142,
1205822,141,
1205824,147,
1205829,30,Brzeg Dolny
1205830,146,Brzeg Dolny
1205831,146,
1205832,151,
1205836,146,Trzebinia
1205838,151,Kraków Bieżanów
1205850,146,
1205852,142,
1205869,142,Kraków Główny
1205871,142,Bochnia
1205873,142,
1205889,146,
1205901,141,
1205933,142,
1205934,142,
1205936,142,Wrocław Główny
1205941,142,
1205958,141,Rąbino
1205968,141,
1205988,30,Swarzędz
1206030,142,Sosnowiec Maczki
1206043,148,
1206050,142,
1206051,142,
1206052,142,
1206053,142,
1206055,142,
1206056,142,
1206057,142,
1206058,142,
1206059,142,
1206061,142,Warszawa Zachodnia
1206062,142,Warszawa Zachodnia
1206063,142,
1206064,142,
1206065,142,Trzebinia GT
1206066,142,
1206074,142,Poznań Główny
1206090,141,
1206108,141,Szczecin Główny
1206109,141,Szczecin Główny
1206122,148,Cierpice
1206128,151,
1206131,151,Mińsk Mazowiecki PZS R4
1206184,142,
1206185,142,
1206187,142,
1206190,142,
1206191,142,
1206226,140,Koluszki
1206227,142,Żyrardów
1206239,142,Warszawa Wschodnia
1206240,141,Pilawa GT
1206250,166,
1206257,142,
1206258,142,Włoszczowa Północ
1206259,142,
1206260,142,
1206269,148,
1206270,148,
1206283,145,
1206284,145,
1206293,142,
1206294,141,
1206306,142,
1206322,166,
1206627,30,Kalwaria Zebrzydowska PZS R101
1206810,142,Kozłów
1206854,142,
1206994,142,
1206995,148,
1207204,142,
1207205,142,
1207207,142,
1207208,142,
1207485,139,Kołobrzeg
1207486,139,Kołobrzeg
1207487,139,Ustronie Morskie
1207781,166,
1208042,148,Sulejówek Miłosna
1208736,157,
1208744,151,
1208965,30,
1209026,142,
1209033,30,
1209038,30,Szobiszowice
1209079,32,Palędzie
1209099,32,Palędzie
1209190,30,
1209192,142,
1209230,142,Siedlce
1209238,30,Warszawa Centralna
1209365,152,
1209390,30,
1209401,30,Warszawa Włochy
1209405,30,Warszawa Włochy
1209409,30,
1209414,30,Warszawa Wschodnia
1209417,173,Sosnowiec Maczki
1209418,146,Warszawa Wschodnia
1209429,146,Warszawa Wschodnia
1209437,157,Warszawa Wschodnia
1209446,140,
1209458,139,Warszawa Wschodnia
1209459,139,Warszawa Wschodnia
1209460,139,Warszawa Centralna
1209462,139,Warszawa Okęcie
1209467,142,
1209468,142,
1209475,142,
1209476,142,
1209487,30,
1209488,30,
1209507,30,
1209560,142,Łęczyca
1209582,30,
1209583,30,
1209584,30,Brynów
1209589,152,Warszawa Wschodnia
1209598,30,
1209620,141,
1209636,142,
1209649,152,Łódź Widzew
1209652,148,
1209653,148,Warszawa Zachodnia
1209654,148,Warszawa Centralna
1209659,148,Mława
1209680,147,
1209683,142,
1209698,30,Warszawa Centralna
1209699,30,Warszawa Centralna
1209700,30,Legionowo
1209701,30,Legionowo
1209702,30,Modlin
1209708,139,
1209709,30,Gdańsk Południowy
1209719,148,
1209731,143,
1209733,146,
1209734,146,Warszawa Praga WPT p
1209740,142,Waplewo
1209748,142,
1209749,142,Chociszew
1209776,146,
1209777,146,
1209781,146,Warszawa Zachodnia
1209782,146,Warszawa Centralna
1209783,146,Warszawa Centralna
1209784,146,Warszawa Praga WPT p
1209786,142,
1209812,30,Warszawa Włochy
1209828,30,
1209834,148,
1209850,141,Skierniewice
1209855,148,
1209885,148,
1209909,148,Warszawa Podskarbińska
1209911,148,Warszawa Podskarbińska
1209939,148,Skierniewice
1209947,141,
1209970,142,
1210035,30,
1210047,148,Warszawa Wschodnia
1210055,142,Wrocław Główny Wgb
1210065,30,
1210071,30,Widzów Teklinów
1210073,144,
1210127,144,
1210156,30,
1210157,141,
1210164,146,Poznań Główny
1210172,141,Sochaczew
1210174,147,
1210203,149,
1210244,146,Koło
1210249,30,Poznań Główny
1210255,147,Dolice
1210312,32,Szczecin Zdroje
1210316,151,
1210340,146,Warszawa Wschodnia
1210341,146,Warszawa Wschodnia
1210348,30,
1210349,30,Szymankowo
1210358,142,Damnica
1210367,148,Warszawa Wschodnia
1210371,148,Skierniewice
1210402,142,Bąkowiec
1210403,142,
1210428,142,
1210437,142,
1210438,141,Radom Główny
1210469,151,
1210507,151,
1210530,30,
1210542,141,
1210545,160,
1210546,160,Żelisławice
1210576,142,Suchedniów
1210590,30,Zdzieszowice
1210602,142,Warszawa Zachodnia
1210619,30,
1210632,151,
1210637,142,
1210639,142,
1210642,142,
1210646,142,
1210672,30,
1210680,142,
1210683,142,Warszawa Zachodnia
1210684,142,Warszawa Zachodnia
1210685,142,
1210686,142,Żychlin
1210687,142,
1210691,142,
1210694,142,
1210699,142,
1210701,30,Lublin Główny
1210703,30,Motycz
1210705,142,
1210710,148,Łódź Widzew
1210712,148,Pabianice
1210714,148,Zduńska Wola
1210718,154,
1210720,30,
1210721,30,Szamotuły
1210729,141,Kraków Główny
1210733,30,Kraków Główny
1210738,30,
1210758,30,Kozłów
1210778,142,Kozłów
1210783,146,
1210784,146,
1210809,142,
1210850,146,Lublin Zemborzyce
1210861,141,Kraków Zabłocie
1210862,142,Krzeszowice
1210866,142,Słomniki
1210871,142,Zagnańsk
1210899,30,
1210907,142,Kozłów
1210920,152,
1210960,142,Warszawa Centralna
1210962,142,
1210963,30,
1210965,30,Pszczółki
1210972,142,Warszawa Centralna
1210974,142,
1210975,30,
1210977,30,Pszczółki
1210997,30,
1211000,30,
1211003,142,Gralewo
1211005,142,Tczew
1211015,148,Działdowo
1211021,141,
1211023,142,
1211032,148,Miechów
1211039,142,
1211040,142,Rożki
1211045,141,Warszawa Centralna
1211061,142,Siedliska
1211070,30,Warszawa Wschodnia
1211080,30,Kraków Główny
1211082,142,
1211086,30,
1211118,140,
1211153,142,Zawiercie
1211157,142,
1211162,141,
1211191,151,
1211204,142,
1211207,148,Mleczewo
1211226,145,Zakopane
1211237,30,
1211243,30,Zgierz
1211244,30,Ozorków
1211310,142,
1211317,141,Kraków Płaszów
1211331,30,
1211356,140,
1211384,30,Jaworzno Szczakowa
1211385,30,Jaworzno Szczakowa
1211388,142,
1211390,30,Łódź Widzew
1211391,142,Łódź Widzew
1211421,148,Grodzisk Mazowiecki
1211424,141,
1211429,30,Strzebielino Morskie
1211430,30,Pogorzelice
1211485,141,
1211488,149,Rąbino
1211513,142,
1211524,141,
1211525,30,Rokietnica
1211529,148,Mścice
1211555,147,
1211557,147,Skokowa
1211561,142,Poznań Główny
1211563,146,
1211584,142,
1211587,141,
1211621,32,Worowo
1211627,142,
1211628,142,
1211629,30,Włoszczowa Północ
1211630,30,Strzałki
1211631,30,Warszawa Centralna
1211632,30,Warszawa Centralna
1211633,30,Warszawa Praga WPT p
1211634,30,
1211635,30,Ciechanów
1211636,142,Ciechanów
1211639,148,
1211640,142,
1211648,30,Reda
1211649,142,
1211650,142,
1211651,157,
1211652,157,
1211653,157,Białogard
1211654,157,Białogard
1211687,142,
1211693,30,Poznań Główny
1211694,30,Poznań Główny
1211712,146,
1211713,146,
1211718,141,
1211734,142,Wałcz
1211735,142,Wałcz
1211759,30,
1211760,30,
1211762,30,
1211763,30,
1211769,30,
1211770,30,
1211796,142,Sosnowiec Maczki
1211800,142,
1211802,142,
1211807,142,Ozorków
1211812,30,Żywiec
1211813,30,Bielsko-Biała Leszczyny
1211820,144,Myszków
1211828,147,
1211831,141,
1211884,30,
1211895,148,
1211902,146,
1211910,30,Warszawa Praga WPT p
1211925,30,
1211928,30,Gąsocin
1211940,30,Katowice Ligota
1211943,144,Grodzisk Mazowiecki
1211945,30,Warszawa Wschodnia
1211946,143,Iłowo
1211949,143,Pruszcz Gdański
1211962,30,Ciechanów
1211971,148,Czechowice-Dziedzice
1211972,142,Chybie
1211973,142,
1211974,141,
1211976,30,
1211977,30,
1211986,30,
1212001,147,
1212008,142,
1212017,141,
1212018,30,
1212021,142,Bydgoszcz Główna
1212024,142,
1212110,149,Warszawa Praga WPT m
1212122,142,
1212145,30,Gdynia Główna
1212150,30,Pruszcz Gdański
1212151,142,
1212153,148,Iłowo
1212170,30,Warszawa Praga PZS R21-46
1212187,144,
1212217,148,
1212218,148,Skierniewice
1212219,148,Skierniewice
1212220,148,Łódź Widzew
1212221,148,Łódź Widzew
1212229,139,
1212230,139,
1212233,139,Konopki
1212236,139,Warszawa Praga PZS R21-46
1212253,30,
1212270,153,Bydgoszcz Główna
1212278,142,Witonia
1212280,141,
1212290,148,Nieszawa Waganiec
1212294,30,
1212295,30,
1212301,148,
1212302,148,
1212307,30,Warszawa Wschodnia
1212308,30,Warszawa Wschodnia
1212339,148,
1212340,148,
1212378,151,
1212399,142,Redaki
1212411,148,
1212412,148,
1212415,30,Sosnowiec Maczki
1212435,148,
1212436,148,Warszawa Wschodnia
1212439,141,
1212469,142,Iława Główna
1212470,148,
1212471,153,
1212475,153,Warszawa Praga PZS R21-46
1212478,153,Warszawa Włochy
1212481,153,Kraków Główny
1212483,199,
1212484,199,
1212495,142,
1212496,142,
1212502,142,
1212504,142,
1212505,142,
1212574,142,
1212575,142,Nidzica
1212589,142,Suchedniów
1212624,30,Łódź Chojny
1212643,148,
1212655,146,
1212674,142,Trzebinia GT
1212694,30,
1212706,148,Nieszawa Waganiec
1212733,148,
1212734,148,
1212737,30,
1212783,30,
1212810,146,
1212834,141,
1212849,142,Żory
1212868,30,Kutno GT 101-111
1212869,30,Witonia
1212871,141,Chociszew
1212875,30,Łask
1212903,148,
1212908,142,Łódź Żabieniec
1212912,146,Gajewniki
1212965,30,Sopot
1212966,30,Sopot
1212969,30,
1212970,30,Tczew
1213064,141,
1213136,142,Poznań Główny
1213137,142,Poznań Główny
1213139,142,
1213140,142,
1213178,144,
1213179,144,
1213214,141,
1213222,146,Wrocław Główny
1213223,146,Wrocław Mikołajów
1213227,144,Krośnice
1213256,199,Łódź Lublinek
1213269,141,
1213270,141,Radliczyce
1213279,141,Warszawa Zachodnia
1213280,149,
1213324,142,
1213326,142,
1213330,142,Zduńska Wola
1213333,142,Łódź Chojny
1213335,142,
1213336,142,Skierniewice
1213337,148,
1213338,142,Warszawa Zachodnia
1213339,142,Warszawa Centralna
1213345,142,
1213347,142,Łapy
1213360,152,
1213366,148,
1213367,152,Warszawa Zachodnia
1213387,30,
1213389,148,
1213392,30,Łódź Widzew
1213394,148,Rogów
1213419,199,Wrocław Świebodzki
1213422,32,Lewin Brzeski
1213436,30,
1213442,148,
1213479,140,
1213501,146,
1213511,140,
1213515,142,Koniecpol
1213516,142,Włoszczowa Północ
1213532,142,
1213542,152,
1213543,142,Jasiona
1213546,160,Żelisławice
1213547,160,Kielce Herbskie
1213548,160,Zagnańsk
1213557,30,
1213558,30,Gliwice Łabędy
1213560,142,
1213562,30,Zabierzów
1213587,142,
1213592,142,
1213595,142,
1213600,143,
1213639,152,
1213673,141,
1213680,144,
1213681,141,
1213694,30,Oborniki Śląskie
1213700,151,
1213702,142,
1213756,173,
1213768,173,Kolin
1213769,141,Łobez
1213791,151,
1213813,199,Buk
1213822,151,
1213843,142,
1213851,141,
1213870,151,
1213871,151,Warszawa Centralna
1213905,141,
1213906,141,
1213922,30,Wrocław Główny
1213923,140,
1213928,142,Trzebinia GT
1213971,30,Częstochowa Stradom
1214041,30,Poznań Główny
1214042,30,Pobiedziska
1214043,30,Mogilno
1214112,155,
1214123,199,
1214124,141,Krzyż
1214125,141,Poznań Główny
1214132,32,Runowo Pomorskie
1214133,32,Runowo Pomorskie
1214134,32,Świdwin
1214135,32,Świdwin
1214136,32,Białogard
1214148,142,Malbork
1214149,142,Malbork
1214171,142,Poznań Główny
1214196,146,
1214203,146,Łowicz Główny
1214207,144,
1214217,32,Koszalin
1214218,32,Koszalin
1214219,157,
1214220,157,Jezierzyce Słupskie
1214228,157,Tczew
1214229,142,Tczew
1214230,142,
1214231,142,
1214232,148,
1214234,157,Konopki
1214255,154,Mieszków
1214257,142,Kalisz
1214258,142,Radliczyce
1214272,153,
1214293,141,Poznań Główny
1214294,141,Swarzędz
1214297,141,Konin
1214302,151,Warszawa Zachodnia
1214317,32,Stargard
1214325,30,Jarocin
1214328,32,Sieradz
1214329,32,Zduńska Wola
1214344,142,Jezierzyce Słupskie
1214350,148,Chotomów
1214353,148,Grodzisk Mazowiecki
1214355,32,Białogard
1214357,142,Krzyż
1214358,142,
1214359,141,
1214380,32,Skibno
1214385,141,
1214403,141,
1214409,152,Rzeszów Główny GT
1214412,142,
1214413,142,
1214433,145,
1214434,145,
1214438,147,
1214440,147,Kraków Płaszów
1214441,141,Kraków Płaszów
1214447,142,
1214448,142,
1214451,32,Koszalin
1214452,32,
1214453,141,Stargard
1214454,147,Krzyż
1214462,32,Oława
1214490,30,
1214493,142,
1214522,141,
1214523,141,
1214561,149,
1214582,30,
1214583,30,Regalica
1214587,141,
1214591,147,
1214599,142,Zgierz Kontrewers
1214604,144,
1214605,144,Dęba Opoczyńska
1214632,30,
1214633,30,Trzebinia
1214643,30,Wiekowo
1214647,141,
1214657,148,
1214666,30,
1214727,148,
1214734,141,
1214747,199,
1214765,146,Warszawa Wschodnia
1214790,141,
1214817,148,
1214818,148,
1214825,146,Skierniewice
1214828,146,Warszawa Centralna
1214829,146,
1214830,146,Warszawa Zachodnia
1214832,148,
1214845,148,Warszawa Wschodnia
1214849,30,Olszamowice
1214851,142,
1214859,199,
1214968,141,
1214974,149,
1214991,30,
1214992,30,
1214993,141,
1214995,30,Bogoniowice Ciężkowice
1214996,30,Bogoniowice Ciężkowice
1215026,30,
1215078,140,
1215102,141,
1215120,157,
1215121,157,
1215128,141,
1215129,141,Kraków Płaszów
1215208,144,Jordanów
1215210,142,
1215211,144,Radziszów
1215214,153,Trzebinia GT
1215218,145,Poraj
1215221,30,
1215222,147,
1215228,148,
1215241,30,Katowice
1215261,142,
1215262,142,
1215263,142,Pieczyska
1215270,142,
1215302,30,
1215303,30,Trzebinia
1215305,30,Dorota
1215390,141,
1215394,142,
1215397,142,
1215400,30,Kozłów
1215403,142,
1215404,148,
1215428,142,Jezierzyce Słupskie
1215429,157,
1215433,144,Zakopane
1215434,144,Zakopane
1215437,144,
1215440,146,
1215441,146,Kraków Mydlniki
1215442,142,
1215443,142,
1215444,142,
1215448,141,
1215449,141,Gajewniki
1215450,141,Pabianice
1215452,142,
1215454,142,
1215533,199,
1215534,199,
1215594,145,
1215595,142,
1215600,142,
1215601,145,Kraków Główny
1215602,142,
1215603,145,Stryszów
1215605,145,Jordanów
1215607,145,Szaflary
1215625,30,Sierakówek
1215639,142,Katowice
1215658,147,Wejherowo
1215659,142,Wejherowo
1215662,32,Koszalin
1215663,32,Koszalin
1215664,32,
1215665,141,Świdwin
1215666,32,Runowo Pomorskie
1215667,32,Runowo Pomorskie
1215668,32,Trąbki
1215686,142,
1215687,32,Sławno
1215688,32,Sławno
1215690,32,Czarnowęsy Pomorskie
1215710,141,
1215711,141,
1215712,142,Pogorzelice
1215737,141,
1215738,142,Jezierzyce Słupskie
1215767,32,Krzyż
1215856,144,Bardo Przyłęk
1215862,142,Kędzierzyn-Koźle
1215882,144,
1215918,148,Poznań Główny
1215921,154,Pleszew
1215929,142,
1215933,141,
1215986,141,Poznań Starołęka
1216013,30,
1216022,144,
1216028,146,Krzyż
1216029,146,Krzyż
1216031,141,
1216069,154,
1216092,157,Ustronie Morskie
1216093,157,Ustronie Morskie
1216106,139,
1216121,142,
1216142,142,
1216148,142,
1216149,141,
1216152,142,
1216153,142,
1216159,142,
1216160,142,Kraków Główny
1216179,142,Jezierzyce Słupskie
1216180,148,Gościcino Wejherowskie
1216194,149,Białogard
1216195,149,Białogard
1216198,142,
1216224,142,
1216228,153,
1216229,153,
1216239,145,Szczecin Główny
1216244,141,Łobez
1216246,32,
1216249,157,
