id,line_number,line_name,contractor,location_description,track_number,start_km,end_km,work_description,closure_days,closure_hours_per_day,total_closure_hours,speed_limit_adjacent_track,speed_limit_after_work,operation_mode,date_from,date_to,source_file
1413,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,Będzin - Sosnowiec Główny,"1,2",306.150,308.500,domknięcia technologiczne,190,4,760,60,80,przerwa w ruchu,2025-07-06,2026-02-11,I_korekta_SHZT_2024_2025
1414,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,st. Sosnowiec Główny,"1,2,3,5,7,9,
11,13",308.400,309.800,modernizacja,140,24,3360,60,80,"ruch po torach czynnych
w stacji",2025-06-07,2025-10-24,I_korekta_SHZT_2024_2025
1415,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,st. Sosnowiec Główny,"1,2,3,5,7,9,11,
13",308.400,309.800,modernizacja,50,24,1200,60,80,"ruch po torach czynnych
w stacji",2025-10-25,2026-07-11,I_korekta_SHZT_2024_2025
1416,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,"Sosnowiec Główny - Katowice
Zawodzie",2,310.900,312.200,modernizacja,80,24,1920,60,80,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-08-06,2025-10-24,I_korekta_SHZT_2024_2025
1417,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,"Sosnowiec Główny - Katowice
Zawodzie",1,310.900,312.200,domknięcia technologiczne,80,4,320,60,80,przerwa w ruchu,2025-08-06,2025-10-24,I_korekta_SHZT_2024_2025
1418,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,"Sosnowiec Główny - Katowice
Zawodzie","1,2",310.900,312.200,modernizacja,49,24,1176,60,80,"przerwa w ruchu
Jazda po torze 6 LK 660",2025-10-25,2026-07-11,I_korekta_SHZT_2024_2025
1419,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,st. Katowice,6,317.023,318.686,modernizacja,183,24,4392,40,120,"ruch po torach czynnych
w stacji",2025-06-03,2025-12-02,I_korekta_SHZT_2024_2025
1420,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,st. Katowice,"13,13a",317.023,318.686,modernizacja,11,24,264,40,120,"ruch po torach czynnych
w stacji",2025-12-03,2026-01-30,I_korekta_SHZT_2024_2025
1421,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,st. Katowice,15a,317.023,318.686,modernizacja,11,24,264,40,100,"ruch po torach czynnych
w stacji",2025-12-03,2026-06-29,I_korekta_SHZT_2024_2025
1422,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,st. Katowice,17,317.023,318.686,modernizacja,11,24,264,40,100,"ruch po torach czynnych
w stacji",2025-12-03,2026-06-29,I_korekta_SHZT_2024_2025
1423,1,"WARSZAWA
ZACHODNIA -
KATOWICE",IRR4/4,st. Katowice,8,317.023,318.686,modernizacja,11,24,264,40,60,"ruch po torach czynnych
w stacji",2025-12-03,2026-03-31,I_korekta_SHZT_2024_2025
1424,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/11,"Warszawa Zachodnia -
Warszawa Centralna","1, 2",-2.620,-0.300,"Modernizacja linii kolejowych i
stacji kolejowych",184,24,4416,,"bez
ograniczenia",przerwa w ruchu,2025-06-13,2027-06-13,I_korekta_SHZT_2024_2025
1425,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/11,st. Warszawa Centralna,"1, 2, 3, 4, 5, 6,
7, 8",-0.300,0.200,"Modernizacja linii kolejowych i
stacji kolejowych",184,24,4416,,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-06-13,2027-06-13,I_korekta_SHZT_2024_2025
1426,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/11,"Warszawa Centralna -
Warszawa Wschodnia","1, 2",0.200,3.690,"Modernizacja linii kolejowych i
stacji kolejowych",184,24,4416,,"bez
ograniczenia",przerwa w ruchu,2025-06-13,2027-06-13,I_korekta_SHZT_2024_2025
1427,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/11,st. Warszawa Wschodnia,"1, 1a, 3, 3a, 4,
4a, 4b, 4c, 51,
52, 53, 54, 6,
8, 10, 12, 1T,
2s, 5a, 5b, 40,
41, 44, 61, 63,
81",3.690,4.516,"Modernizacja linii kolejowych i
stacji kolejowych",184,24,4416,,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-06-13,2027-06-13,I_korekta_SHZT_2024_2025
1428,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/11,st. Warszawa Wschodnia,"74, 72, 70, 18,
16, 14",4.516,4.916,"Modernizacja linii kolejowych i
stacji kolejowych",184,24,4416,,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-06-13,2027-06-13,I_korekta_SHZT_2024_2025
1429,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/11,"Warszawa Wschodnia -
Warszawa Podskarbińska","1M, 2M",4.516,6.435,"Modernizacja linii kolejowych i
stacji kolejowych",184,24,4416,20,"bez
ograniczenia",przerwa w ruchu,2025-06-13,2027-06-13,I_korekta_SHZT_2024_2025
1430,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/11,"Warszawa Antoninów -
Warszawa Rembertów",1m,9.400,9.600,budowa wiaduktu,364,4,1456,50,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2024-02-02,2026-02-01,I_korekta_SHZT_2024_2025
1431,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/11,Warszawa Rembertów,2m,11.673,11.823,budowa tunelu,104,24,2496,50,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-09-01,2025-12-17,I_korekta_SHZT_2024_2025
1432,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/5,Sokule - Biała Podlaska,"1,2",160.556,171.799,modernizacja,364,4,1456,,"bez
ograniczenia",przerwa w ruchu,2023-10-11,2028-10-10,I_korekta_SHZT_2024_2025
1433,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/5,st. Biała Podlaska,"1,2",171.799,174.121,modernizacja,364,4,1456,,"bez
ograniczenia","ruch po torach czynnych
w stacji",2023-10-11,2028-10-10,I_korekta_SHZT_2024_2025
1434,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/5,Biała Podlaska - Chotyłów,"1,2",174.121,188.019,modernizacja,364,4,1456,,"bez
ograniczenia",przerwa w ruchu,2023-10-11,2028-10-10,I_korekta_SHZT_2024_2025
1435,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/5,Chotyłów - Małaszewicze,"1,2",190.330,198.490,modernizacja,364,4,1456,,"bez
ograniczenia",przerwa w ruchu,2023-10-11,2028-10-10,I_korekta_SHZT_2024_2025
1436,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/5,"Magdalenka - Małaszewicze
Południowe","1,2",198.051,198.490,modernizacja,364,4,1456,,"bez
ograniczenia",przerwa w ruchu,2023-10-11,2028-10-10,I_korekta_SHZT_2024_2025
1437,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/5,st. Małaszewicze,"1,2",198.490,200.118,modernizacja,364,4,1456,,"bez
ograniczenia","ruch po torach czynnych
w stacji",2023-10-11,2028-10-10,I_korekta_SHZT_2024_2025
1438,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/5,Małaszewicze - Terespol,"1,2",200.118,207.502,modernizacja,364,4,1456,,"bez
ograniczenia",przerwa w ruchu,2023-10-11,2028-10-10,I_korekta_SHZT_2024_2025
1439,2,"WARSZAWA
ZACHODNIA -
TERESPOL",IRR1/5,st. Terespol,"1,2",207.502,210.300,modernizacja,364,4,1456,,"bez
ograniczenia","ruch po torach czynnych
w stacji",2023-10-11,2028-10-10,I_korekta_SHZT_2024_2025
1440,3,"WARSZAWA
ZACHODNIA -
KUNOWICE",IRR1/1,Teresin,2,41.730,41.750,budowa wiaduktu kolejowego,186,4,744,40,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-06-11,2025-12-13,I_korekta_SHZT_2024_2025
1441,3,"WARSZAWA
ZACHODNIA -
KUNOWICE",IRR5/7,Poznań Wchód - Swarzędz,2,292.400,298.500,remont,90,24,2160,50,"telefoniczne
zapowiadanie
pociągów","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-09-15,2026-01-04,I_korekta_SHZT_2024_2025
1442,3,"WARSZAWA
ZACHODNIA -
KUNOWICE",IRR5/7,"Nowy Tomyśl (głowica Rz od
strony Pń)","1,3",360.953,362.562,prace nawierzchniowe,6,24,144,60,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-11-17,2025-11-22,I_korekta_SHZT_2024_2025
1443,3,"WARSZAWA
ZACHODNIA -
KUNOWICE",IRR5/7,"Nowy Tomyśl (głowica Rz od
strony Zbk)","1,3",360.953,362.562,prace nawierzchniowe,18,24,432,60,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-11-22,2025-12-22,I_korekta_SHZT_2024_2025
1444,3,"WARSZAWA
ZACHODNIA -
KUNOWICE",IRR5/7,"Opalenica (głowica Rz od
strony Zbk)","2,4,6",343.044,344.601,prace nawierzchniowe,16,24,384,60,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-10-13,2025-10-28,I_korekta_SHZT_2024_2025
1445,3,"WARSZAWA
ZACHODNIA -
KUNOWICE",IRR5/7,Opalenica - Nowy Tomyśl,2,344.601,360.953,prace nawierzchniowe,16,24,384,60,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-10-13,2025-10-28,I_korekta_SHZT_2024_2025
1446,3,"WARSZAWA
ZACHODNIA -
KUNOWICE",IRR5/7,Porażyn - Nowy Tomyśl,1,351.190,360.953,prace nawierzchniowe,21,24,504,60,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-10-28,2025-11-17,I_korekta_SHZT_2024_2025
1447,3,"WARSZAWA
ZACHODNIA -
KUNOWICE",IRR5/7,Porażyn - Nowy Tomyśl,1,351.190,360.953,prace nawierzchniowe,6,24,144,60,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-11-17,2025-11-22,I_korekta_SHZT_2024_2025
1448,3,"WARSZAWA
ZACHODNIA -
KUNOWICE",IRR5/7,Nowy Tomyśl - Zbąszyń,1,362.562,373.100,prace nawierzchniowe,18,24,432,60,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-11-22,2025-12-22,I_korekta_SHZT_2024_2025
1449,3,"WARSZAWA
ZACHODNIA -
KUNOWICE",IZ Warszawa,Koło - Barłogi,2,,,"modernizacja mostu 167,917",122,24,2928,,,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-07-01,2025-10-30,I_korekta_SHZT_2024_2025
1450,7,"WARSZAWA
WSCHODNIA
OSOBOWA -
DOROHUSK",IRR1/3,"Warszawa Międzylesie -
Warszawa Falenica",2,15.127,19.510,Modernizacja,273,24,6552,,120,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-03-16,2026-03-14,I_korekta_SHZT_2024_2025
1451,7,"WARSZAWA
WSCHODNIA
OSOBOWA -
DOROHUSK",IRR1/3,"Warszawa Międzylesie -
Otwock",1,15.127,26.050,Modernizacja,273,4,1092,,120,przerwa w ruchu,2025-03-16,2026-03-14,I_korekta_SHZT_2024_2025
1452,7,"WARSZAWA
WSCHODNIA
OSOBOWA -
DOROHUSK",IRR1/3,st. Falenica,"2, 2c",20.040,21.825,Modernizacja,273,24,6552,,,"ruch po torach czynnych
w stacji",2025-03-16,2026-03-14,I_korekta_SHZT_2024_2025
1453,7,"WARSZAWA
WSCHODNIA
OSOBOWA -
DOROHUSK",IRR1/3,Warszawa Falenica - Otwock,2,21.990,26.050,Modernizacja,273,24,6552,,120,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-03-16,2026-03-14,I_korekta_SHZT_2024_2025
1454,7,"WARSZAWA
WSCHODNIA
OSOBOWA -
DOROHUSK",IRR1/1,Otwock - Celestynów,2,28.872,36.731,"Demontaż i montaż sieci
trakcyjnej na potrzeby budowy
obiektu, usuwanie kolizji srk",186,4,744,,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-06-11,2025-12-13,I_korekta_SHZT_2024_2025
1455,7,"WARSZAWA
WSCHODNIA
OSOBOWA -
DOROHUSK",IRR1/1,Celestynów,2,36.731,40.700,"Demontaż i montaż sieci
trakcyjnej na potrzeby budowy
obiektu, usuwanie kolizji srk",186,4,744,40,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-06-11,2025-12-13,I_korekta_SHZT_2024_2025
1456,7,"WARSZAWA
WSCHODNIA
OSOBOWA -
DOROHUSK",IRR1/1,Celestynów- Pilawa,2,40.700,52.829,"Demontaż i montaż sieci
trakcyjnej na potrzeby budowy
obiektu, usuwanie kolizji srk",186,4,744,,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-06-11,2025-12-13,I_korekta_SHZT_2024_2025
1457,8,"WARSZAWA
ZACHODNIA -
KRAKÓW GŁÓWNY",IZ Kraków,Słomniki - Niedźwiedź,2,291.125,295.000,Modernizacja sieci trakcyjnej,79,24,1896,50,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-08-16,2025-11-16,I_korekta_SHZT_2024_2025
1458,8,"WARSZAWA
ZACHODNIA -
KRAKÓW GŁÓWNY",IZ Kraków,Niedźwiedź,2,295.000,296.200,Modernizacja sieci trakcyjnej,19,24,456,50,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-10-13,2025-10-31,I_korekta_SHZT_2024_2025
1459,9,"WARSZAWA
WSCHODNIA
OSOBOWA -
GDAŃSK GŁÓWNY",IRR1/11,st. Warszawa Wschodnia,"2, 2a, 2b",3.690,4.516,"Modernizacja linii kolejowych i
stacji kolejowych",184,24,4416,,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-06-13,2027-06-13,I_korekta_SHZT_2024_2025
1460,9,"WARSZAWA
WSCHODNIA
OSOBOWA -
GDAŃSK GŁÓWNY",IRR1/11,"Warszawa Wschodnia -
Warszawa Praga","1WS, 2WS",4.407,5.120,"Modernizacja linii kolejowych i
stacji kolejowych",184,24,4416,20,"bez
ograniczenia",przerwa w ruchu,2025-06-13,2027-06-13,I_korekta_SHZT_2024_2025
1461,11,"SKIERNIEWICE -
ŁOWICZ GŁÓWNY",IZ Łódź,Skierniewice - Bełchów,2,2.230,10.132,"Roboty torowe, roboty branży
obiektów inżynieryjnych, sieci
trakcyjnej, srk, telekomunikacji",118,24,2832,50,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-08-18,2026-03-05,I_korekta_SHZT_2024_2025
1462,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,Marków- Mszczonów,2,24.682,25.610,modernizacja,116,4,464,,"bez
ograniczenia",przerwa w ruchu,2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1463,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,Marków- Mszczonów,1,24.682,25.610,modernizacja,116,24,2784,,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1464,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,st. Mszczonów,"1,3",25.610,29.970,modernizacja,116,24,2784,,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1465,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,st. Mszczonów,2,25.610,29.970,modernizacja,116,4,464,,"bez
ograniczenia",przerwa w ruchu,2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1466,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,Mszczonów - Tarczyn,1,29.970,46.410,modernizacja,116,24,2784,,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1467,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,Mszczonów - Tarczyn,2,29.970,46.410,modernizacja,116,4,464,,"bez
ograniczenia",przerwa w ruchu,2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1468,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,"Czachówek Zachodni -
Czachówek Wschodni",2,64.520,66.439,modernizacja,116,4,464,,"bez
ograniczenia",przerwa w ruchu,2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1469,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,"Czachówek Zachodni -
Czachówek Wschodni",1,64.520,66.439,modernizacja,116,24,2784,,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1470,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,"Czachówek Wschodni - Góra
Kalwaria",2,67.940,71.985,modernizacja,116,4,464,,"bez
ograniczenia",przerwa w ruchu,2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1471,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,"Czachówek Wschodni - Góra
Kalwaria",1,67.940,71.985,modernizacja,116,24,2784,,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1472,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,Osieck - Jaźwiny,1,90.660,96.196,modernizacja,116,24,2784,,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1473,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,Osieck - Jaźwiny,2,90.660,96.196,modernizacja,116,4,464,,"bez
ograniczenia",przerwa w ruchu,2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1474,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,Jaźwiny- Pilawa,1,96.196,101.163,modernizacja,116,24,2784,,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1475,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,Jaźwiny- Pilawa,2,96.196,101.163,modernizacja,116,4,464,,"bez
ograniczenia",przerwa w ruchu,2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1476,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,Stoczek Łukowski - Jedlanka,1,131.719,161.160,modernizacja,116,24,2784,,"bez
ograniczenia","ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1477,12,"SKIERNIEWICE -
ŁUKÓW",IRR1/1,Stoczek Łukowski - Jedlanka,2,131.719,161.160,modernizacja,116,4,464,,"bez
ograniczenia",przerwa w ruchu,2025-08-20,2026-01-18,I_korekta_SHZT_2024_2025
1478,25,"ŁÓDŹ KALISKA -
DĘBICA",IRR3/1,st. Chmielów,3-15,260.000,261.000,"Wymiana nawierzchni torowej,
przebudowa peronów na
przystankach osobowych,
przebudowa obiektów
inżynieryjnych, roboty
elektroenergetyki nietrakcyjnej
i teletechniki oraz roboty
towarzyszące",8,24,192,,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-12-05,2026-03-05,I_korekta_SHZT_2024_2025
1479,25,"ŁÓDŹ KALISKA -
DĘBICA",IRR3/1,Chmielów - Padew,1,260.000,275.300,"Wymiana nawierzchni torowej,
przebudowa peronów na
przystankach osobowych,
przebudowa obiektów
inżynieryjnych, roboty
elektroenergetyki nietrakcyjnej
i teletechniki oraz roboty
towarzyszące",181,24,4344,,"bez
ograniczenia","przerwa w ruchu linia
jednotorowa",2025-06-07,2025-12-04,I_korekta_SHZT_2024_2025
1480,33,KUTNO - BRODNICA,IZ Bydgoszcz,"Sierpc - Brodnica
Rypin",1,117.600,118.000,"modernizacja toru 1,",76,24,1824,0,"bez
ograniczenia","Wstrzymanie ruchu
pociągów
Możliwość obsługi LPO
Szczutowo LPO Kretki;
LPO Rypin z obsługą z
Sierpca",2025-09-01,2025-11-15,I_korekta_SHZT_2024_2025
1481,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,Białystok - Białystok Starosielce,1,3.591,4.555,roboty modernizacyjne,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-03,2027-12-30,I_korekta_SHZT_2024_2025
1482,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,Białystok Starosielce - Knyszyn,1,4.555,28.437,roboty modernizacyjne,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-03,2027-12-30,I_korekta_SHZT_2024_2025
1483,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,Knyszyn - Mońki,1,28.437,43.872,roboty modernizacyjne,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-03,2027-12-30,I_korekta_SHZT_2024_2025
1484,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,Mońki - Osowiec,1,43.872,57.232,roboty modernizacyjne,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-03,2027-12-30,I_korekta_SHZT_2024_2025
1485,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,Osowiec - Grajewo,1,57.232,82.477,roboty modernizacyjne,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-03,2027-12-30,I_korekta_SHZT_2024_2025
1486,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,Grajewo - Ełk,1,82.477,103.236,roboty modernizacyjne,364,24,8736,,"bez
ograniczenia",przerwa w ruchu,2024-11-03,2027-12-30,I_korekta_SHZT_2024_2025
1487,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,Giżycko - Sterławki Wielkie,1,152.850,164.615,"Roboty torowe, roboty branży
obiektów inżynieryjnych, sieci
trakcyjnej, srk, telekomunikacji",364,24,8736,,160,"przerwa w ruchu linia
jednotorowa",2023-04-05,2026-03-04,I_korekta_SHZT_2024_2025
1488,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,st. Sterławki Wielkie,"1, 2, 3, 5",164.615,166.650,"Roboty torowe, roboty branży
obiektów inżynieryjnych, sieci
trakcyjnej, srk, telekomunikacji",364,24,8736,,160,przerwa w ruchu,2023-11-12,2026-03-04,I_korekta_SHZT_2024_2025
1489,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,Sterławki Wielkie - Kętrzyn,1,166.650,178.700,"Roboty torowe, roboty branży
obiektów inżynieryjnych, sieci
trakcyjnej, srk, telekomunikacji",364,24,8736,,160,"przerwa w ruchu linia
jednotorowa",2023-11-12,2026-03-04,I_korekta_SHZT_2024_2025
1490,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,st. Kętrzyn,"1, 2, 6, 8, 18,
31, 3, 5, 7, 10,
11, 12, 13, 14,
15, 16, 20, 24,
24a, 25, 26,
29, 33",178.700,181.000,"Roboty torowe, roboty branży
obiektów inżynieryjnych, sieci
trakcyjnej, srk, telekomunikacji",364,24,8736,,160,przerwa w ruchu,2023-11-12,2026-03-04,I_korekta_SHZT_2024_2025
1491,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,Kętrzyn - Tołkiny,1,181.000,191.950,"Roboty torowe, roboty branży
obiektów inżynieryjnych, sieci
trakcyjnej, srk, telekomunikacji",364,24,8736,,160,"przerwa w ruchu linia
jednotorowa",2023-11-12,2026-03-04,I_korekta_SHZT_2024_2025
1492,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,st. Tołkiny,"1, 3, 4",191.950,193.800,"Roboty torowe, roboty branży
obiektów inżynieryjnych, sieci
trakcyjnej, srk, telekomunikacji",364,24,8736,,160,przerwa w ruchu,2023-11-12,2026-03-04,I_korekta_SHZT_2024_2025
1493,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,Tołkiny - Korsze,1,193.800,200.100,"Roboty torowe, roboty branży
obiektów inżynieryjnych, sieci
trakcyjnej, srk, telekomunikacji",364,24,8736,,160,"przerwa w ruchu linia
jednotorowa",2023-11-12,2026-03-04,I_korekta_SHZT_2024_2025
1494,38,"BIAŁYSTOK -
GŁOMNO",IRR2/2,st. Korsze,1,200.100,202.826,"Roboty torowe, roboty branży
obiektów inżynieryjnych, sieci
trakcyjnej, srk, telekomunikacji",364,24,8736,,160,"ruch po torach czynnych
w stacji",2023-11-12,2026-03-04,I_korekta_SHZT_2024_2025
1495,45,"WARSZAWA
WSCHODNIA
OSOBOWA -
WARSZAWA
GROCHÓW T1G,2G",IRR1/11,"Warszawa Wschodnia -
Warszawa Grochów","1G, 2G",0.862,1.496,"Modernizacja linii kolejowych i
stacji kolejowych",184,24,4416,20,"bez
ograniczenia",przerwa w ruchu,2025-06-13,2027-06-13,I_korekta_SHZT_2024_2025
1496,60,"KOBYLANY -
TERESPOL (SZ)",IRR1/16,Kobylany-Terespol,1S,205.200,208.900,Modernizacja toru,31,24,744,50,60,"przerwa w ruchu linia
jednotorowa",2025-10-16,2025-11-15,I_korekta_SHZT_2024_2025
1497,60,"KOBYLANY -
TERESPOL (SZ)",IRR1/16,st. Terespol,"1,3,3a,3b",206.500,208.894,Regulacja toru,7,24,168,50,60,"ruch po torach czynnych
w stacji",2025-10-17,2025-10-23,I_korekta_SHZT_2024_2025
1498,62,"TUNEL -
SOSNOWIEC
GŁÓWNY",IRR4/4,st. Sosnowiec Główny,4,83.700,84.950,modernizacja,154,24,3696,60,80,"ruch po torach czynnych
w stacji",2025-06-07,2025-11-03,I_korekta_SHZT_2024_2025
1499,62,"TUNEL -
SOSNOWIEC
GŁÓWNY",IRR4/4,st. Sosnowiec Główny,4,83.700,84.950,modernizacja,9,24,216,60,80,"ruch po torach czynnych
w stacji",2025-10-25,2025-11-03,I_korekta_SHZT_2024_2025
1500,62,"TUNEL -
SOSNOWIEC
GŁÓWNY",IRR4/4,st. Sosnowiec Główny,6,83.700,84.950,domknięcia technologiczne,9,4,36,60,80,przerwa w ruchu,2025-10-25,2025-11-03,I_korekta_SHZT_2024_2025
1501,62,"TUNEL -
SOSNOWIEC
GŁÓWNY",IRR4/4,st. Sosnowiec Główny,4,83.700,84.950,domknięcia technologiczne,40,4,160,60,80,"ruch po torach czynnych
w stacji",2025-11-04,2026-07-11,I_korekta_SHZT_2024_2025
1502,70,"WŁOSZCZOWICE -
CHMIELÓW",IRR3/1,Chmielów - Strzegomek,1,0.000,0.900,"Wymiana nawierzchni torowej,
przebudowa peronów na
przystankach osobowych,
przebudowa obiektów
inżynieryjnych, roboty
elektroenergetyki nietrakcyjnej
i teletechniki oraz roboty
towarzyszące",9,24,216,,"bez
ograniczenia","przerwa w ruchu linia
jednotorowa",2025-12-05,2026-03-05,I_korekta_SHZT_2024_2025
1503,74,"SOBÓW -
STALOWA WOLA
ROZWADÓW",IRR3/1,st. Grębów,2,14.000,15.500,kompleksowa modernizacja,99,24,2376,,"bez
ograniczenia","ruch po torach czynnych
w stacji",2025-09-06,2026-03-05,I_korekta_SHZT_2024_2025
1504,74,"SOBÓW -
STALOWA WOLA
ROZWADÓW",IRR3/1,st. Grębów,1,14.000,15.500,przerwa technologiczna,99,4,396,,"bez
ograniczenia",przerwa w ruchu,2025-09-06,2026-03-05,I_korekta_SHZT_2024_2025
