id,line_number,line_name,contractor,location_description,track_number,start_km,end_km,work_description,closure_days,closure_hours_per_day,total_closure_hours,speed_limit_adjacent_track,speed_limit_after_work,operation_mode,date_from,date_to,source_file
2152,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Brynów - Katowice Ligota,1,3.629,5.329,modernizacja,214,24,5136,60,120,"jednotorowo
dwukierunkowo",2026-02-23,2026-09-24,Korekta_SHZT_2025_2026
2153,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Brynów - Katowice Ligota,1,3.629,5.329,modernizacja,6,24,144,60,120,"jednotorowo
dwukierunkowo",2026-11-13,2026-11-18,Korekta_SHZT_2025_2026
2154,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Brynów - Katowice Ligota,2,3.629,5.329,modernizacja,12,24,288,60,120,"jednotorowo
dwukierunkowo",2026-11-13,2026-11-24,Korekta_SHZT_2025_2026
2155,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Katowice Ligota,2,5.329,7.739,modernizacja,69,24,1656,40,100,"ruch po torach czynnych
w stacji",2025-04-09,2026-02-20,Korekta_SHZT_2025_2026
2156,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Katowice Ligota,"1, 3",5.329,7.739,modernizacja,283,24,6792,40,100,"ruch po torach czynnych
w stacji",2025-09-22,2026-09-22,Korekta_SHZT_2025_2026
2157,139,"KATOWICE -
ZWARDOŃ",IRR4/4,"Katowice Ligota - Katowice
Piotrowice",1,5.329,7.739,modernizacja,81,24,1944,60,100,tory czynne LK656,2026-09-23,2027-03-24,Korekta_SHZT_2025_2026
2158,139,"KATOWICE -
ZWARDOŃ",IRR4/4,"Katowice Ligota - Katowice
Piotrowice",2,5.329,7.739,modernizacja,19,24,456,60,100,tory czynne LK656,2026-11-24,2027-03-26,Korekta_SHZT_2025_2026
2159,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Katowice Ligota,1-10,5.329,7.739,domknięcie technologiczne,364,6,2184,,,przerwa w ruchu,2025-12-14,2026-12-12,Korekta_SHZT_2025_2026
2160,139,"KATOWICE -
ZWARDOŃ",IRR4/4,"Katowice Ligota - Katowice
Piotrowice","1, 2",6.080,7.739,domknięcie technologiczne,364,6,2184,,,przerwa w ruchu,2025-12-14,2026-12-12,Korekta_SHZT_2025_2026
2161,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Tychy - Kobiór,2,19.009,25.578,modernizacja,147,24,3528,90,120,"jednotorowo
dwukierunkowo",2025-05-16,2026-05-09,Korekta_SHZT_2025_2026
2162,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Tychy - Kobiór,1,19.009,25.578,modernizacja,218,24,5232,90,120,"jednotorowo
dwukierunkowo",2026-05-09,2027-01-09,Korekta_SHZT_2025_2026
2163,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Kobiór,"6, 6a, 8, 8a,
16, 18",25.578,25.989,modernizacja,147,24,3528,,,przerwa w ruchu,2023-10-23,2026-05-09,Korekta_SHZT_2025_2026
2164,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Pszczyna,"5, 5a, 5b, 7,
7a, 9, 9a",35.593,36.687,modernizacja,147,24,3528,,,"ruch po torach czynnych
w stacji",2023-10-23,2026-05-09,Korekta_SHZT_2025_2026
2165,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Pszczyna,1,35.593,36.687,modernizacja,239,24,5736,,,"ruch po torach czynnych
w stacji",2025-08-25,2026-08-09,Korekta_SHZT_2025_2026
2166,139,"KATOWICE -
ZWARDOŃ",IRR4/4,Pszczyna,"2, 4, 6",35.593,36.687,domknięcia technologiczne,239,6,1434,,,przerwa w ruchu,2025-08-25,2026-08-09,Korekta_SHZT_2025_2026
2167,140,"KATOWICE LIGOTA
- NĘDZA",IRR4/4,"Katowice Ligota - Katowice
Piotrowice",1,0.659,1.521,modernizacja,58,24,1392,60,100,tory czynne LK139,2026-02-25,2026-04-23,Korekta_SHZT_2025_2026
2168,140,"KATOWICE LIGOTA
- NĘDZA",IRR4/4,"Katowice Ligota - Katowice
Piotrowice",1,0.659,1.521,domknięcie technologiczne,364,6,2184,,,przerwa w ruchu,2025-12-14,2026-12-12,Korekta_SHZT_2025_2026
2169,141,"KATOWICE LIGOTA
- GLIWICE",IRR4/4,Katowice Ligota,4,-0.570,0.757,modernizacja,69,24,1656,40,100,"ruch po torach czynnych
w stacji",2025-04-09,2026-02-20,Korekta_SHZT_2025_2026
2170,141,"KATOWICE LIGOTA
- GLIWICE",IRR4/4,Katowice Ligota,"6,8",-0.570,0.757,modernizacja,68,24,1632,40,40,"ruch po torach czynnych
w stacji",2025-03-10,2026-02-19,Korekta_SHZT_2025_2026
2171,141,"KATOWICE LIGOTA
- GLIWICE",IRR4/4,Katowice Ligota,"14, 16, 18,
20, 22",-0.570,0.757,modernizacja,68,24,1632,40,60,"ruch po torach czynnych
w stacji",2024-10-07,2026-02-19,Korekta_SHZT_2025_2026
2172,141,"KATOWICE LIGOTA
- GLIWICE",IRR4/4,Katowice Ligota - Panewnik,1,-0.570,1.573,modernizacja,70,24,1680,60,60,"jednotorowo
dwukierunkowo",2025-04-09,2026-02-21,Korekta_SHZT_2025_2026
2173,141,"KATOWICE LIGOTA
- GLIWICE",IRR4/4,Katowice Ligota - Panewnik,1,-0.570,1.573,modernizacja,294,24,7056,60,60,przerwa w ruchu,2026-02-22,2027-08-26,Korekta_SHZT_2025_2026
2174,141,"KATOWICE LIGOTA
- GLIWICE",IRR4/4,Katowice Ligota - Panewnik,2,-0.570,1.573,modernizacja,294,24,7056,40,60,przerwa w ruchu,2026-02-22,2027-08-26,Korekta_SHZT_2025_2026
2175,141,"KATOWICE LIGOTA
- GLIWICE",IRR4/4,Katowice Ligota,5,-0.570,0.757,modernizacja,209,24,5016,40,60,"ruch po torach czynnych
w stacji",2026-02-25,2026-09-21,Korekta_SHZT_2025_2026
2176,141,"KATOWICE LIGOTA
- GLIWICE",IRR4/4,Katowice Ligota,12,-0.570,0.757,modernizacja,203,24,4872,40,40,"ruch po torach czynnych
w stacji",2026-05-24,2027-07-25,Korekta_SHZT_2025_2026
2177,141,"KATOWICE LIGOTA
- GLIWICE",IRR4/4,Katowice Ligota,14,-0.570,0.757,modernizacja,19,24,456,40,100,"ruch po torach czynnych
w stacji",2026-11-24,2027-08-26,Korekta_SHZT_2025_2026
2178,141,"KATOWICE LIGOTA
- GLIWICE",IRR4/4,Katowice Ligota - Panewnik,"1, 2",-0.570,1.573,domknięcie technologiczne,364,6,2184,,,przerwa w ruchu,2025-12-14,2026-12-12,Korekta_SHZT_2025_2026
2179,142,"KATOWICE LIGOTA
- TYCHY",IRR4/4,Katowice Ligota - Staszic,1,0.000,0.300,domknięcie technologiczne,364,6,2184,,,przerwa w ruchu,2025-12-14,2026-12-12,Korekta_SHZT_2025_2026
2180,142,"KATOWICE LIGOTA
- TYCHY",IRR4/4,Katowice Ligota - Staszic,1,0.756,1.112,modernizacja,19,24,456,,40,przerwa w ruchu,2026-11-24,2027-08-21,Korekta_SHZT_2025_2026
2181,143,"KALETY -
WROCŁAW
POPOWICE WP2",IRR4/5,Kalety - Koszęcin,1,0.842,1.695,Zamknięcie linii stycznej,97,24,2328,50,"bez
ograniczenia","jednotorowo
dwukierunkowo",2026-09-07,2027-03-04,Korekta_SHZT_2025_2026
2182,143,"KALETY -
WROCŁAW
POPOWICE WP2",IRR4/3,Namysłów - Bierutów,2,107.650,119.040,"roboty torowe, sieciowe,
odwodnieniowe oraz
ogólnobudowane",129,24,3096,50,110,"jednotorowo
dwukierunkowo",2026-08-06,2027-01-03,Korekta_SHZT_2025_2026
2183,143,"KALETY -
WROCŁAW
POPOWICE WP2",IRR4/3,Bierutów,"1, 3, 5",119.040,121.075,"roboty torowe, sieciowe,
odwodnieniowe oraz
ogólnobudowane",151,24,3624,50,110,"ruch po torach czynnych
w stacji",2026-03-09,2026-08-06,Korekta_SHZT_2025_2026
2184,143,"KALETY -
WROCŁAW
POPOWICE WP2",IRR4/3,Bierutów,2,119.040,121.075,"roboty torowe, sieciowe,
odwodnieniowe oraz
ogólnobudowane",121,24,2904,100,110,"ruch po torach czynnych
w stacji",2026-08-06,2026-12-04,Korekta_SHZT_2025_2026
2185,143,"KALETY -
WROCŁAW
POPOWICE WP2",IRR4/3,Bierutów - Oleśnica,1,121.075,132.542,"roboty torowe, sieciowe,
odwodnieniowe oraz
ogólnobudowane",151,24,3624,50,110,"jednotorowo
dwukierunkowo",2026-03-09,2026-08-06,Korekta_SHZT_2025_2026
2186,143,"KALETY -
WROCŁAW
POPOWICE WP2",IRR4/3,Oleśnica,"5, 7",132.542,134.785,"roboty torowe, sieciowe,
odwodnieniowe oraz
ogólnobudowane",123,24,2952,50,40,"ruch po torach czynnych
w stacji",2026-04-17,2026-08-17,Korekta_SHZT_2025_2026
2187,143,"KALETY -
WROCŁAW
POPOWICE WP2",IRR4/3,Oleśnica,9,132.542,134.785,"roboty torowe, sieciowe,
odwodnieniowe oraz
ogólnobudowane",43,24,1032,50,40,"ruch po torach czynnych
w stacji",2026-04-20,2026-06-01,Korekta_SHZT_2025_2026
2188,144,"TARNOWSKIE
GÓRY - OPOLE
GŁÓWNE",IRR4/3,Fosowskie - Opole,1,45.100,74.160,prace rewitalizacyjne,5,24,120,,,przerwa w ruchu,2026-04-13,2026-04-17,Korekta_SHZT_2025_2026
2189,144,"TARNOWSKIE
GÓRY - OPOLE
GŁÓWNE",IRR4/3,Fosowskie - Opole,1,45.100,74.160,prace rewitalizacyjne,19,6,114,,,przerwa w ruchu,2026-04-18,2026-05-06,Korekta_SHZT_2025_2026
2190,148,"PSZCZYNA -
RYBNIK",IRR4/4,Pszczyna,3,-0.632,0.000,modernizacja,239,24,5736,,,"ruch po torach czynnych
w stacji",2025-08-25,2026-08-09,Korekta_SHZT_2025_2026
2191,148,"PSZCZYNA -
RYBNIK",IRR4/4,Pszczyna - Radostowice,1,0.000,7.621,modernizacja,201,24,4824,,,"przerwa w ruchu linia
jednotorowa",2024-09-01,2026-07-02,Korekta_SHZT_2025_2026
2192,148,"PSZCZYNA -
RYBNIK",IRR4/4,Radostowice - Suszec,1,7.621,14.770,modernizacja,201,24,4824,,,"przerwa w ruchu linia
jednotorowa",2024-09-01,2026-07-02,Korekta_SHZT_2025_2026
2193,148,"PSZCZYNA -
RYBNIK",IRR4/4,Suszec - Suszec Rudziczka,1,14.770,18.096,modernizacja,201,24,4824,,,"przerwa w ruchu linia
jednotorowa",2024-09-01,2026-07-02,Korekta_SHZT_2025_2026
2194,148,"PSZCZYNA -
RYBNIK",IRR4/4,Suszec Rudziczka - Kleszczów,1,18.096,20.565,modernizacja,201,24,4824,,,"przerwa w ruchu linia
jednotorowa",2024-09-01,2026-07-02,Korekta_SHZT_2025_2026
2195,148,"PSZCZYNA -
RYBNIK",IRR4/4,Kleszczów - Żory,1,20.565,21.873,modernizacja,201,24,4824,,,"przerwa w ruchu linia
jednotorowa",2024-09-01,2026-07-02,Korekta_SHZT_2025_2026
2196,150,"CZECHOWICE-
DZIEDZICE R815 -
CHYBIE",IRR4/5,Zabrzeg Czrnolesie - Bronów,1,7.900,11.500,modernizacja,355,6,2130,60,100,przerwa w ruchu,2024-06-10,2026-12-03,Korekta_SHZT_2025_2026
2197,150,"CZECHOWICE-
DZIEDZICE R815 -
CHYBIE",IRR4/5,Bronów - Chybie,1 (3),11.500,13.100,modernizacja,184,6,1104,60,120,przerwa w ruchu,2024-10-22,2026-06-15,Korekta_SHZT_2025_2026
2198,157,"PAWŁOWICE
ŚLĄSKIE -
SKOCZÓW",IRR4/5,Strumień - Chybie,1,5.552,11.279,modernizacja,9,24,216,60,120,"jednotorowo
dwukierunkowo",2025-02-20,2025-12-22,Korekta_SHZT_2025_2026
2199,157,"PAWŁOWICE
ŚLĄSKIE -
SKOCZÓW",IRR4/5,Strumień - Chybie,2,5.552,11.279,modernizacja,9,6,54,60,120,"jednotorowo
dwukierunkowo",2025-02-20,2025-12-22,Korekta_SHZT_2025_2026
2200,157,"PAWŁOWICE
ŚLĄSKIE -
SKOCZÓW",IRR4/5,Strumień - Chybie,2,5.552,11.279,modernizacja,306,24,7344,60,120,"jednotorowo
dwukierunkowo",2025-12-23,2026-10-24,Korekta_SHZT_2025_2026
2201,157,"PAWŁOWICE
ŚLĄSKIE -
SKOCZÓW",IRR4/5,Strumień - Chybie,1,5.552,11.279,modernizacja,306,6,1836,60,120,"jednotorowo
dwukierunkowo",2025-12-23,2026-10-24,Korekta_SHZT_2025_2026
2202,157,"PAWŁOWICE
ŚLĄSKIE -
SKOCZÓW",IRR4/5,Chybie - Bieniowiec,1,11.900,12.450,modernizacja,364,24,8736,,80,przerwa w ruchu,2025-04-22,2026-12-29,Korekta_SHZT_2025_2026
2203,168,"GLIWICE - GLIWICE
ŁABĘDY",IRR4/5,Szobiszowice - Gliwice Łabędy,4,2.020,5.786,"Przebudowa układów torowych
wraz z siecią trakcyjną oraz
sterowaniem ruchem
kolejowym, rozbiórka i budowa
obiektów inżynieryjnych.",150,24,3600,50,,ruch torami czynnymi,2026-01-28,2026-06-27,Korekta_SHZT_2025_2026
2204,168,"GLIWICE - GLIWICE
ŁABĘDY",IRR4/5,Szobiszowice - Gliwice Łabędy,"3, 4",2.020,5.786,"Przebudowa stacji Gliwice
Łabędy",364,4,1456,,,przerwa w ruchu,2025-12-14,2026-12-12,Korekta_SHZT_2025_2026
2205,168,"GLIWICE - GLIWICE
ŁABĘDY",IRR4/5,Gliwice Łabędy,"3, 5, 7, 9,
105, 5a",4.215,5.785,"Przebudowa układów torowych
wraz z siecią trakcyjną oraz
sterowaniem ruchem
kolejowym",318,24,7632,,,"ruch po torach czynnych
w stacji",2026-01-28,2027-09-12,Korekta_SHZT_2025_2026
2206,175,"STRZELCE
OPOLSKIE -
KLUCZBORK",IZ Opole,Strzelce Opolskie,1,30.666,30.680,"Naprawa przęsła wiaduktu lk
132 km 67,526",30,24,720,20,"bez
ograniczenia","ruch po torach czynnych
w stacji",2027-04-01,2027-04-30,Korekta_SHZT_2025_2026
2207,181,"HERBY NOWE -
OLEŚNICA","IZ Ostrów
Wielkopolski",Kępno - Wieluń Dąbrowa,1,68.000,93.300,"kompleksowy remont sieci
trakcyjnej",243,24,5832,,"bez
ograniczenia",przerwa w ruchu,2026-01-01,2026-08-31,Korekta_SHZT_2025_2026
2208,181,"HERBY NOWE -
OLEŚNICA",IRR4/6,Kępno - Cieśle,1,103.268,142.147,Rewitalizacja,85,24,2040,,"bez
ograniczenia",przerwa w ruchu,2024-09-01,2026-03-08,Korekta_SHZT_2025_2026
2209,181,"HERBY NOWE -
OLEŚNICA","IZ Ostrów
Wielkopolski",Kępno - Wieluń Dąbrowa,1,104.100,120.000,remont przepustów,122,24,2928,,"bez
ograniczenia",przerwa w ruchu,2026-06-01,2026-09-30,Korekta_SHZT_2025_2026
2210,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Maksymilianowo - Wierzchucin,2,34.970,71.201,budowa toru nr 2,74,24,1776,,,bez obostrzeń,2026-09-30,2027-09-24,Korekta_SHZT_2025_2026
2211,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Wierzchucin - Lipowa
Tucholska",2,72.300,93.600,budowa toru nr 2,74,24,1776,,,bez obostrzeń,2026-09-30,2027-12-23,Korekta_SHZT_2025_2026
2212,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Kościerzyna,"15, 17, 19",136.105,138.068,Przebudowa układu torowego,165,24,3960,50,60,"ruch po torach czynnych
w stacji",2026-07-01,2027-10-01,Korekta_SHZT_2025_2026
2213,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Kościerzyna,"3, 5, 7, 9, 11,
13, 15, 17, 19",136.105,138.068,Przebudowa układu torowego,154,24,3696,50,50,"ruch po torach czynnych
w stacji",2026-01-29,2026-07-01,Korekta_SHZT_2025_2026
2214,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Kościerzyna,"3,5,7,9",136.105,138.068,Przebudowa układu torowego,47,24,1128,50,50,"ruch po torach czynnych
w stacji",2025-08-31,2026-01-29,Korekta_SHZT_2025_2026
2215,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Kościerzyna - Gołubie
Kaszubskie",1,138.068,148.344,"Kompleksowa przebudowa
szlaku",364,24,8736,,60,przerwa w ruchu,2025-08-24,2027-09-26,Korekta_SHZT_2025_2026
2216,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Gołubie Kaszubskie,"1, 2, 4",148.344,149.701,Przebudowa układu torowego,364,24,8736,,60,przerwa w ruchu,2025-08-24,2027-04-30,Korekta_SHZT_2025_2026
2217,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Gołubie Kaszubskie -
Somonino",1,149.701,161.730,"Kompleksowa przebudowa
szlaku",364,24,8736,,60,przerwa w ruchu,2025-08-24,2027-04-30,Korekta_SHZT_2025_2026
2218,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Somonino,1,161.730,162.500,Przebudowa układu torowego,108,24,2592,50,50,"ruch po torach czynnych
w stacji",2025-08-24,2026-03-31,Korekta_SHZT_2025_2026
2219,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Somonino,"1, 2, 3, 10, 12",161.730,163.363,Przebudowa układu torowego,256,24,6144,50,50,"czynny tor stacyjny nr 4
(LK214)",2026-04-01,2027-04-30,Korekta_SHZT_2025_2026
2220,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Somonino - Glincz,1,163.363,174.345,"modernizacja linii, budowa
drugiego toru",119,24,2856,,60,"przerwa w ruchu linia
jednotorowa",2026-08-16,2027-07-14,Korekta_SHZT_2025_2026
2221,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Glincz,1,174.345,174.675,przebudowa posterunku,245,24,5880,50,60,przerwa w ruchu,2025-07-16,2026-08-15,Korekta_SHZT_2025_2026
2222,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Glincz,1,174.345,174.675,"przebudowa posterunku,
budowa drugiego toru",119,24,2856,50,60,przerwa w ruchu,2026-08-16,2027-07-19,Korekta_SHZT_2025_2026
2223,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Glincz - Żukowo Wschodnie,1,174.675,178.400,"modernizacja linii, budowa
drugiego toru",245,24,5880,,60,"przerwa w ruchu linia
jednotorowa",2025-07-16,2026-08-15,Korekta_SHZT_2025_2026
2224,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Żukowo Wschodnie,"1, 2, 6",178.400,179.706,"modernizacja linii, budowa
drugiego toru",245,24,5880,,60,przerwa w ruchu,2025-07-16,2026-08-15,Korekta_SHZT_2025_2026
2225,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Żukowo Wschodnie - Gdańsk
Osowa",1,179.706,184.413,"modernizacja linii, budowa
drugiego toru",245,24,5880,,60,"przerwa w ruchu linia
jednotorowa",2025-07-16,2026-08-15,Korekta_SHZT_2025_2026
2226,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Gdańsk Osowa,"2a, tor linii
253 PKM (km
1,356-1,421)",184.413,186.268,przebudowa stacji,245,24,5880,,60,"ruch po torach czynnych
w stacji",2025-07-16,2026-08-15,Korekta_SHZT_2025_2026
2227,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Gdańsk Osowa,"1a, 1, 1f, 3, 5,
7, tor 1 na linii
248 PKM (km
17,985-
18,050)",186.115,190.056,przebudowa stacji,60,24,1440,50,60,"ruch po torach czynnych
w stacji",2026-03-16,2026-05-14,Korekta_SHZT_2025_2026
2228,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Gdańsk Osowa,"1a, 1b, 1c, tor
1R na linii 248
PKM (km
17,985-
18,050)",186.115,188.034,przebudowa stacji,32,24,768,50,60,"ruch po torach czynnych
w stacji",2025-07-16,2026-01-14,Korekta_SHZT_2025_2026
2229,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Gdańsk Osowa,"2, 2f",188.024,190.056,budowa nowego toru,92,24,2208,50,50,"ruch po torach czynnych
w stacji",2025-07-16,2026-03-15,Korekta_SHZT_2025_2026
2230,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Gdańsk Osowa - Gdynia Wielki
Kack, Stacja Gdynia Wielki
Kack",1,189.391,195.196,budowa rozjazdu nr 5,10,24,240,50,,"tory czynne w stacji, ruch
po torze nr 2 i
nowobudowanym torze
trzecim LK 794 (nr 4)",2026-11-26,2026-12-05,Korekta_SHZT_2025_2026
2231,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Gdańsk Osowa - Gdynia Wielki
Kack, stacja Gdynia Wielki
Kack",1,189.391,193.852,"przebudowa toru nr 1 od km
proj. 191,629 do stacji Gdynia
Wielki Kack",7,24,168,50,,"przerwa w ruchu na LK
201
ruch jednotorowy
dwukierunkowy po
czynnym torze trzecim
LK 794 (nr 4)",2026-12-06,2027-05-23,Korekta_SHZT_2025_2026
2232,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Gdańsk Osowa - Gdynia Wielki
Kack, stacja Gdynia Wielki
Kack",2,189.849,193.952,"budowa odcinków torów nr 2 i
trzeciego toru - LK 794 (tor nr
4) oraz toru 4a wraz z rozj. nr
100 i 3",50,24,1200,50,,"ruch jednotorowy
dwukierunkowy po torze
czynnym, ruch po torach
czynnych w stacji",2026-10-07,2026-11-25,Korekta_SHZT_2025_2026
2233,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Gdańsk Osowa - Gdynia Wielki
Kack, stacja Gdynia Wielki
Kack",2,189.907,193.560,"przebudowa toru nr 2 od km
proj. 191,629 do stacji Gdynia
Wielki Kack",7,24,168,50,,"przerwa w ruchu na LK
201
ruch jednotorowy
dwukierunkowy po
czynnym torze trzecim
LK 794 (nr 4)",2026-12-06,2027-05-23,Korekta_SHZT_2025_2026
2234,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Gdańsk Osowa - Gdynia Wielki
Kack",1,190.056,193.723,"budowa nowego (""trzeciego"")
toru - LK 794 od stacji Gdańsk
Osowa do Gdynia Wielki Kack,
modernizacja toru nr 1",60,24,1440,,60,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2026-03-16,2026-05-14,Korekta_SHZT_2025_2026
2235,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Gdańsk Osowa - Gdynia Wielki
Kack",2,190.056,193.723,"budowa nowego toru
(""trzeciego"") toru - LK 794 od
stacji Gdańsk Osowa do
Gdynia Wielki Kack,
modernizacja toru nr 2",92,24,2208,,60,"ruch jednotorowy
dwukierunkowy po torze
czynnym",2025-07-16,2026-03-15,Korekta_SHZT_2025_2026
2236,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Gdańsk Osowa - Gdynia Wielki
Kack",-,191.731,193.400,"budowa nowego trzeciego toru
LK 794 (nr 4)",211,24,5064,50,,"ruch dwutorowy,
dobudowa 3 toru LK794
(nr 4) - ograniczenie
prędkości na torze nr 2,
brak zamknięć",2026-02-08,2026-09-06,Korekta_SHZT_2025_2026
2237,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Gdynia Wielki Kack,1,193.858,195.196,budowa rozjazdów 8 i 22,10,24,240,50,,"ruch po torach czynnych
w stacji",2026-09-27,2026-10-06,Korekta_SHZT_2025_2026
2238,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,Gdynia Wielki Kack,6,194.101,195.094,"budowa rozjazdu nr 21 wraz z
odcinkiem toru za rozjazdem",10,24,240,50,,"ruch po torach czynnych
w stacji",2026-09-07,2026-09-16,Korekta_SHZT_2025_2026
2239,201,"NOWA WIEŚ
WIELKA - GDYNIA
PORT",IRR2/7,"Gdynia Wielki Kack, Gdynia
Wielki Kack - Gdynia Główna",102,195.094,204.612,"budowa rozjazdu nr 25 wraz z
odcinkiem toru za rozjazdem",10,24,240,50,,"ruch po torach czynnych
w stacji",2026-09-17,2026-09-26,Korekta_SHZT_2025_2026
2240,202,"GDAŃSK GŁÓWNY -
STARGARD",IRR2/10,Słupsk - Reblino,1,134.490,136.300,"modernizacja torów i obiektów
inżynieryjnych",182,24,4368,,"bez ograniczeń -
określi komisja
odbioru
eksploatacyjneg
o",przerwa w ruchu,2025-09-01,2026-06-13,Korekta_SHZT_2025_2026
2241,202,"GDAŃSK GŁÓWNY -
STARGARD",IRR2/10,Słupsk,"8, 8t",171.570,175.455,"modernizacja stacji Słupsk -
budowa nowych torów",182,24,4368,,"bez ograniczeń -
określi komisja
odbioru
eksploatacyjneg
o","ruch po torach czynnych
w stacji",2025-09-01,2026-06-13,Korekta_SHZT_2025_2026
2242,209,"KOWALEWO
POMORSKIE -
BYDGOSZCZ
WSCHÓD",IZ Bydgoszcz,"Kowalewo Pomorskie /+1,3/ -
Wąbrzeźno",1,50.550,50.900,"wymiana nawierzchni torowej,
wybudowanie rozjazdu nr 1
oraz wbudowanie go w nowej
lokalizacji",199,24,4776,50,,"ruch po torach czynnych
w stacji",2025-12-01,2026-06-30,Korekta_SHZT_2025_2026
2243,209,"KOWALEWO
POMORSKIE -
BYDGOSZCZ
WSCHÓD",IZ Bydgoszcz,Kowalewo Pomorskie,6,50.562,51.520,"Wymiana nawierzchni torowej,
wymiana roajzadu nr 12",199,24,4776,50,,"ruch po torach czynnych
w stacji",2025-12-01,2026-06-30,Korekta_SHZT_2025_2026
2244,209,"KOWALEWO
POMORSKIE -
BYDGOSZCZ
WSCHÓD",IZ Bydgoszcz,Bydgoszcz Fordon,4,103.810,104.694,"wymiana podkładów, wymiana
rozjazdów",108,24,2592,50,,"ruch po torach czynnych
w stacji",2025-06-02,2026-03-31,Korekta_SHZT_2025_2026
2245,209,"KOWALEWO
POMORSKIE -
BYDGOSZCZ
WSCHÓD",IZ Bydgoszcz,Bydgoszcz Fordon,6,104.187,104.598,"wymiana nawierzchni torowej,
wymiana rozjazdu",108,24,2592,50,,"ruch po torach czynnych
w stacji",2025-06-02,2026-03-31,Korekta_SHZT_2025_2026
2246,209,"KOWALEWO
POMORSKIE -
BYDGOSZCZ
WSCHÓD",IRR5/11,Bydgoszcz Fordon,"2, 3, 5, 12,
14, 16, 24,
31, 32",116.500,117.800,przebudowa układu torowego,152,24,3648,,-,"ruch po torach czynnych
w stacji",2024-12-06,2026-05-14,Korekta_SHZT_2025_2026
2247,211,"CHOJNICE -
KOŚCIERZYNA",IRR2/7,Lipusz - Kościerzyna,1,51.990,68.660,"Kompleksowa przebudowa
szlaku",184,24,4416,,40,przerwa w ruchu,2025-12-21,2026-06-22,Korekta_SHZT_2025_2026
2248,214,"SOMONINO -
KARTUZY",IRR2/7,Somonino - Kartuzy,1,0.640,6.991,"Kompleksowa przebudowa
szlaku",100,24,2400,,60,przerwa w ruchu,2025-04-01,2026-03-23,Korekta_SHZT_2025_2026
2249,272,"KLUCZBORK -
POZNAŃ GŁÓWNY","IZ Ostrów
Wielkopolski",Ostrzeszów,2,58.050,58.250,"Modernizacja przejścia pod
torami w km. 58,138",117,24,2808,20,"bez
ograniczenia","ruch po torach czynnych
w stacji",2026-04-06,2026-07-31,Korekta_SHZT_2025_2026
